OBJECTID,CID,Nat_resistance_2011,Nat_2c_default_corridors,Nat_3c_default_corridors,GP_Nat_node_corridors,GP_Nat_bar_corridors,node_close_corridors,GP_bar_close_corridors,Nat_2c_default_corridors_truncated_at_200k,Nat_3c_default_corridors_truncated_at_200k,GP_Nat_node_corridors_truncated_at_200k,GP_Nat_bar_corridors_truncated_at_200k,GP_bar_close_corridors_truncated_at_200k,node_close_corridors_truncated_at_200k
178,1,1,79082,13224,2452,17703,42162,100265,79082,13224,2452,17703,100265,42162
179,1,6,123239,123239,14920,57043,65672,156041,123239,123239,14920,57043,156041,65672
180,1,1,214200,214072,99364,147137,148402,192535,,,99364,147137,192535,148402
181,1,1,93193,93185,5870,46400,21989,70961,93193,93185,5870,46400,70961,21989
182,1,7,181527,180993,53097,115133,108370,169500,181527,180993,53097,115133,169500,108370
183,1,1,7467,7467,5130,10037,2502,10163,7467,7467,5130,10037,10163,2502
184,1,3,42419,16720,5968,13520,1027,22254,42419,16720,5968,13520,22254,1027
185,1,5,480570,479388,353573,402654,404906,457851,,,,,,
186,1,1,61350,61350,53,5184,12314,89715,61350,61350,53,5184,89715,12314
187,1,1,119724,119724,553,5221,78496,208445,119724,119724,553,5221,,78496
188,1,1,258006,257883,142975,187499,204369,266127,,,142975,187499,,
189,1,7,214111,214483,114401,148082,155951,202284,,,114401,148082,,155951
190,1,1,226009,95259,90879,145553,167217,221033,,95259,90879,145553,,167217
191,1,7,118536,2933,19026,55362,72731,114551,118536,2933,19026,55362,114551,72731
192,1,1,220624,190546,7327,57719,260001,396406,,190546,7327,57719,,
193,1,1,60851,60851,3436,41905,18301,32916,60851,60851,3436,41905,32916,18301
194,1,7,229378,229704,106711,163351,153027,200247,,,106711,163351,,153027
195,1,3,237467,237634,103213,163416,149023,203579,,,103213,163416,,149023
196,1,1,158212,109571,105,842,145350,277635,158212,109571,105,842,,145350
197,1,7,301890,301890,72406,155667,250780,345741,,,72406,155667,,
198,1,11,386429,385522,258672,308284,310535,363985,,,,,,
199,1,2,220419,101895,8017,36533,215731,327038,,101895,8017,36533,,
200,1,7,218943,219314,116456,151126,158006,204339,,,116456,151126,,158006
201,1,1,282709,200088,25533,87128,285913,427957,,,25533,87128,,
202,1,1,372544,371393,245577,294659,296910,349855,,,,,,
203,1,1,212049,211754,91135,141585,138450,184572,,,91135,141585,184572,138450
204,1,3,105273,105194,13798,61743,43681,72159,105273,105194,13798,61743,72159,43681
205,1,1,14941,307,3183,10264,307,10664,14941,307,3183,10264,10664,307
206,1,1,205971,205437,72465,135997,130504,189102,,,72465,135997,189102,130504
207,1,1,3085,3085,2483,5105,962,1800,3085,3085,2483,5105,1800,962
208,1,1,188640,129322,81626,120553,134411,196894,188640,129322,81626,120553,196894,134411
209,1,1,309651,309651,77915,161615,258985,353946,,,77915,161615,,
210,1,1,113837,114064,23627,72288,53790,79874,113837,114064,23627,72288,79874,53790
211,1,1,206077,42697,53350,104111,157001,215532,,42697,53350,104111,,157001
212,1,1,87281,9083,3514,41304,26144,55204,87281,9083,3514,41304,55204,26144
213,1,4,8858,8858,1890,8921,4489,4609,8858,8858,1890,8921,4609,4489
214,1,1,97595,97594,8022,54942,36870,61862,97595,97594,8022,54942,61862,36870
215,1,7,152809,152809,21181,69412,114104,205670,152809,152809,21181,69412,,114104
216,1,4,80561,9546,6775,36938,20387,48941,80561,9546,6775,36938,48941,20387
217,1,1,231486,166381,649,39492,242806,379946,,166381,649,39492,,
218,1,3,87739,45298,3873,35770,37048,100512,87739,45298,3873,35770,100512,37048
219,1,7,247911,247796,139186,179242,184673,227081,,,139186,179242,,184673
220,1,1,131178,117713,354,5379,99763,229632,131178,117713,354,5379,,99763
221,1,1,75329,39269,1261,9637,21288,100718,75329,39269,1261,9637,100718,21288
222,1,1,189577,189577,19049,78430,135595,230556,189577,189577,19049,78430,,135595
223,1,1,87023,87023,7109,39974,19485,97289,87023,87023,7109,39974,97289,19485
224,1,1,137721,137546,31904,84749,68494,102909,137721,137546,31904,84749,102909,68494
225,1,7,119987,22931,29690,73031,62453,114225,119987,22931,29690,73031,114225,62453
226,1,1,83502,53829,1566,4486,32554,122718,83502,53829,1566,4486,122718,32554
227,1,1,327092,326810,201240,251493,252327,300801,,,,,,
228,1,1,325575,324874,32844,136599,322545,445957,,,32844,136599,,
229,1,6,23352,23352,8582,20251,3143,12366,23352,23352,8582,20251,12366,3143
230,1,9,260878,260620,138927,187188,188453,236713,,,138927,187188,,188453
231,1,1,93308,93012,9696,55284,37169,57888,93308,93012,9696,55284,57888,37169
232,1,1,141161,87243,38083,75747,88029,151465,141161,87243,38083,75747,151465,88029
233,1,1,146671,146671,3900,11229,120725,259727,146671,146671,3900,11229,,120725
234,1,1,131678,56769,32627,80886,80844,135704,131678,56769,32627,80886,135704,80844
235,1,8,217376,143110,117024,155833,168011,221228,,143110,117024,155833,,168011
236,1,6,164106,164106,15563,74528,109682,203918,164106,164106,15563,74528,,109682
237,1,7,162391,162419,43653,99319,83475,134178,162391,162419,43653,99319,134178,83475
238,1,1,96070,16828,10908,49428,37216,72660,96070,16828,10908,49428,72660,37216
239,1,1,208767,103849,3861,14581,203456,330356,,103849,3861,14581,,
240,1,9,146328,146154,37630,90714,75176,112188,146328,146154,37630,90714,112188,75176
241,1,4,23268,22672,5882,17891,5960,11340,23268,22672,5882,17891,11340,5960
242,1,1,178968,178464,51761,114148,105841,166108,178968,178464,51761,114148,166108,105841
243,1,7,24618,24618,276,10987,3862,7912,24618,24618,276,10987,7912,3862
244,1,1,142971,17730,26537,72972,82620,128503,142971,17730,26537,72972,128503,82620
245,1,1,334427,334427,89374,174162,300759,395719,,,89374,174162,,
246,1,3,158312,157779,30584,89816,85155,154104,158312,157779,30584,89816,154104,85155
247,1,2,216164,216164,14749,83281,197212,319297,,,14749,83281,,197212
248,1,8,219748,219531,88905,149243,135832,191325,,,88905,149243,191325,135832
249,1,1,80046,79513,7621,49555,24690,48529,80046,79513,7621,49555,48529,24690
250,1,7,111661,112002,15561,50743,64801,155770,111661,112002,15561,50743,155770,64801
251,1,1,128138,33835,31981,80979,70598,122547,128138,33835,31981,80979,122547,70598
252,1,7,203169,203197,74764,135871,121688,175204,,,74764,135871,175204,121688
253,1,8,319357,319075,35633,130338,306165,418439,,,35633,130338,,
254,1,4,227424,162677,116463,155390,169248,235677,,162677,116463,155390,,169248
255,1,5,99626,56813,11795,43281,46910,113082,99626,56813,11795,43281,113082,46910
256,1,3,56761,5711,4088,18703,10871,46747,56761,5711,4088,18703,46747,10871
257,1,1,261016,122159,47994,88266,256832,343396,,122159,47994,88266,,
258,1,1,75918,75874,276,5414,25639,120711,75918,75874,276,5414,120711,25639
259,1,1,336585,201052,65240,126548,332221,445321,,,65240,126548,,
260,1,4,379448,378747,80777,187377,375841,487342,,,80777,187377,,
261,1,1,327682,327682,43943,141570,309727,420858,,,43943,141570,,
262,1,6,228166,115177,106317,161394,171737,227016,,115177,106317,161394,,171737
263,1,7,213466,83482,81061,135735,155440,209257,,83482,81061,135735,,155440
264,1,4,134163,38313,35060,86466,76622,128572,134163,38313,35060,86466,128572,76622
265,1,1,267797,267797,21846,103472,249774,360800,,,21846,103472,,
266,1,5,153774,61360,49518,101327,99491,153807,153774,61360,49518,101327,153807,99491
267,1,9,191923,191799,85027,125416,146126,200658,191923,191799,85027,125416,,146126
268,1,7,227793,67194,47569,89607,213698,262403,,67194,47569,89607,,
269,1,1,148367,148639,36620,91595,75340,112982,148367,148639,36620,91595,112982,75340
270,1,7,280936,280706,59105,139959,229324,324284,,,59105,139959,,
271,1,1,50235,50220,21240,43152,22758,31725,50235,50220,21240,43152,31725,22758
272,1,1,116478,116478,17257,60814,46979,110958,116478,116478,17257,60814,110958,46979
273,1,1,4861,4861,487,5030,565,5895,4861,4861,487,5030,5895,565
274,1,2,147431,147431,7867,31742,128041,256973,147431,147431,7867,31742,,128041
275,1,1,144336,143802,26667,81938,71179,132584,144336,143802,26667,81938,132584,71179
276,1,1,52339,52339,972,3193,7269,74504,52339,52339,972,3193,74504,7269
277,1,1,112331,112331,15565,59053,38985,92467,112331,112331,15565,59053,92467,38985
278,1,1,123338,59941,1261,6655,88966,200050,123338,59941,1261,6655,,88966
279,1,1,309014,309014,35989,127462,291059,402190,,,35989,127462,,
280,1,1,170272,169739,46762,107340,96178,152308,170272,169739,46762,107340,152308,96178
281,1,5,196031,46923,55958,106216,142741,194331,196031,46923,55958,106216,194331,142741
282,1,1,65664,16632,928,17949,3910,19815,65664,16632,928,17949,19815,3910
283,1,8,138930,138803,34870,85909,75679,112608,138930,138803,34870,85909,112608,75679
284,1,1,77725,77725,763,4323,28121,124759,77725,77725,763,4323,124759,28121
285,1,1,349178,348477,54131,159680,346148,462389,,,54131,159680,,
286,1,3,334687,333986,42049,145414,331657,449065,,,42049,145414,,
287,1,1,224150,224150,18350,87104,198945,293905,,,18350,87104,,198945
288,1,1,121660,77077,326,1566,85958,202224,121660,77077,326,1566,,85958
289,1,7,28102,18386,5114,12875,2483,14004,28102,18386,5114,12875,14004,2483
290,1,2,160386,160259,52339,97457,97135,139044,160386,160259,52339,97457,139044,97135
291,1,1,36902,4764,5757,17863,5757,17342,36902,4764,5757,17863,17342,5757
292,1,5,95199,16157,10567,48557,36344,73933,95199,16157,10567,48557,73933,36344
293,1,1,101440,55162,9809,48075,49847,113720,101440,55162,9809,48075,113720,49847
294,1,9,220464,220464,89375,148934,134541,187519,,,89375,148934,187519,134541
295,1,1,97390,90952,20219,36202,48445,123418,97390,90952,20219,36202,123418,48445
296,1,1,23391,23375,12694,22921,12066,17765,23391,23375,12694,22921,17765,12066
297,1,8,135051,22654,30841,77451,77470,122515,135051,22654,30841,77451,122515,77470
298,1,1,159426,141407,1870,3472,155436,288678,159426,141407,1870,3472,,155436
299,1,3,164073,164073,14886,70909,117536,212075,164073,164073,14886,70909,,117536
300,1,1,29578,29578,5238,10547,608,24588,29578,29578,5238,10547,24588,608
301,1,7,250757,250462,127775,176681,177055,224454,,,127775,176681,,177055
302,1,2,181702,181954,59061,116664,100409,146296,181702,181954,59061,116664,146296,100409
303,1,1,280042,280042,57103,137956,233795,328756,,,57103,137956,,
304,1,1,397733,397033,107894,206354,380707,485193,,,107894,,,
305,1,1,62209,62209,1121,24337,2048,84419,62209,62209,1121,24337,84419,2048
306,1,1,145492,23262,31449,78059,87070,129972,145492,23262,31449,78059,129972,87070
307,1,1,145786,91246,255,929,122631,250529,145786,91246,255,929,,122631
308,1,2,44386,44386,6078,28043,7596,16452,44386,44386,6078,28043,16452,7596
309,1,1,162408,108831,540,581,152819,285681,162408,108831,540,581,,152819
310,1,1,168945,169054,26099,85331,96465,172896,168945,169054,26099,85331,172896,96465
311,1,4,189374,130056,86363,125290,139148,197628,189374,130056,86363,125290,197628,139148
312,1,2,149373,23666,31853,78463,90642,142612,149373,23666,31853,78463,142612,90642
313,1,1,60804,60804,1038,15234,7259,84190,60804,60804,1038,15234,84190,7259
314,1,5,444430,444197,318382,363957,369715,423127,,,,,,
315,1,1,161507,161507,16737,74848,103462,195874,161507,161507,16737,74848,195874,103462
316,1,1,222600,222067,75605,137090,149443,217884,,,75605,137090,,149443
317,1,1,53946,14220,8272,19501,5462,23959,53946,14220,8272,19501,23959,5462
318,1,5,619412,618906,492848,524206,540364,605917,,,,,,
319,1,7,30991,7635,7635,17362,5714,18494,30991,7635,7635,17362,18494,5714
320,1,9,208492,208705,87954,146243,131722,177061,,,87954,146243,177061,131722
321,1,1,56712,21686,109,13428,2400,57895,56712,21686,109,13428,57895,2400
322,1,7,141903,21401,29589,76199,82564,120049,141903,21401,29589,76199,120049,82564
323,1,1,197658,197658,16160,75628,145400,240360,197658,197658,16160,75628,,145400
324,1,1,268453,160101,661,49262,260875,397652,,160101,661,49262,,
325,1,5,153356,153356,17182,41088,121446,241628,153356,153356,17182,41088,,121446
326,1,3,173843,173843,8369,31282,169443,309091,173843,173843,8369,31282,,169443
327,1,1,129715,2925,18564,57923,90951,134623,129715,2925,18564,57923,134623,90951
328,1,9,340183,339962,218269,265544,267795,318425,,,,,,
329,1,1,108365,34996,1789,12686,67925,162960,108365,34996,1789,12686,162960,67925
330,1,9,107473,107473,8712,32786,68930,177529,107473,107473,8712,32786,177529,68930
331,1,1,336914,336631,210816,259897,262149,315094,,,,,,
332,1,1,122089,122062,14589,63491,47961,108516,122089,122062,14589,63491,108516,47961
333,1,1,93937,6180,3073,19304,64184,129975,93937,6180,3073,19304,129975,64184
334,1,3,231713,184749,5604,58151,257939,396626,,184749,5604,58151,,
335,1,1,235488,104723,18537,51011,230800,337366,,104723,18537,51011,,
336,1,1,50998,1390,4392,16467,4905,19110,50998,1390,4392,16467,19110,4905
337,1,1,218535,126600,113169,163041,165515,220341,,126600,113169,163041,,165515
338,1,1,36243,11632,6332,15630,890,14258,36243,11632,6332,15630,14258,890
339,1,1,184044,184044,28463,88294,124173,207746,184044,184044,28463,88294,,124173
340,1,1,8495,8495,149,3209,96,75,8495,8495,149,3209,75,96
