OBJECTID,scientificName,verbatimScientificName,verbatimScientificNameAuthorship,countryCode,locality,stateProvince,occurrenceStatus,individualCount,publishingOrgKey,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,eventDate,day,month,year,taxonKey,speciesKey,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,identifiedBy,dateIdentified,license,rightsHolder,recordedBy,typeStatus,establishmentMeans,lastInterpreted,mediaType,issue,Nat_resistance_2011,Nat_2c_default_corridors,Nat_3c_default_corridors,GP_Nat_node_corridors,GP_Nat_bar_corridors,node_close_corridors,GP_bar_close_corridors,Nat_2c_default_corridors_truncated_at_200k,Nat_3c_default_corridors_truncated_at_200k,GP_Nat_node_corridors_truncated_at_200k,GP_Nat_bar_corridors_truncated_at_200k,GP_bar_close_corridors_truncated_at_200k,node_close_corridors_truncated_at_200k
300,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,44.417933,-72.707092,,,,,,,2016-02-26T11:00:21Z,26,2,2016,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,2719476,,,2016-02-26T23:38:49Z,CC_BY_NC_4_0,Noel Dodge,Noel Dodge,,,2019-09-21T02:13:25.832Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,281516,281516,36330,119959,262565,366338,,,36330,119959,,
301,1780,Ursus americanus,,US,,Pennsylvania,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.758305,-75.183212,,,,,,,2016-05-29T19:48:27Z,29,5,2016,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,3369608,,,2016-06-03T05:13:43Z,CC_BY_NC_4_0,Jessica Newbern,Jessica Newbern,,,2019-09-21T02:13:25.386Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,7,120510,68544,22674,66055,72278,130740,120510,68544,22674,66055,130740,72278
302,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,44.09667,-72.827597,23,,,,,,2016-06-01T00:00:00Z,1,6,2016,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,3356198,,,2016-06-01T14:43:57Z,CC_BY_NC_4_0,Zac Cota,Zac Cota,,,2019-09-21T02:13:25.683Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84,7,226606,226606,21992,88621,188662,283622,,,21992,88621,,188662
303,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,44.340792,-72.461272,,,,,,,2016-05-04T07:10:00Z,4,5,2016,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,3344223,,,2016-05-31T01:44:22Z,CC_BY_NC_4_0,Erika Mitchell,Erika Mitchell,,,2019-09-21T02:13:25.538Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,304014,304014,65346,148608,280354,375314,,,65346,148608,,
304,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,44.340887,-72.461272,,,,,,,2016-05-08T11:46:00Z,8,5,2016,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,3344238,,,2016-05-31T01:44:31Z,CC_BY_NC_4_0,Erika Mitchell,Erika Mitchell,,,2019-09-21T02:13:25.207Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,303834,304014,65346,148608,280354,375314,,,65346,148608,,
305,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,44.340825,-72.4611,,,,,,,2016-04-25T19:26:00Z,25,4,2016,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,3344191,,,2016-05-31T01:44:01Z,CC_BY_NC_4_0,Erika Mitchell,Erika Mitchell,,,2019-09-21T02:13:25.690Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84,1,304014,304014,65346,148608,280354,375314,,,65346,148608,,
306,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,44.083111,-72.801012,,,,,,,2016-05-25T17:03:53Z,25,5,2016,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,3316174,,,2016-05-27T18:33:43Z,CC_BY_NC_4_0,Jito,Jito,,,2019-09-21T02:13:25.534Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,228305,228305,23266,89637,185699,280659,,,23266,89637,,185699
307,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,44.352707,-72.53303,,,,,,,2016-04-02T09:49:24Z,2,4,2016,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,2876974,,,2016-04-04T01:19:56Z,CC_BY_NC_4_0,Erika Mitchell,Erika Mitchell,,,2019-09-21T02:13:25.570Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,292126,292126,52480,135742,268590,363550,,,52480,135742,,
308,1780,Ursus americanus,,US,,Massachusetts,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,42.560008,-73.158875,,,,,,,2016-05-25T13:08:31Z,25,5,2016,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,3305667,,,2016-05-26T12:40:38Z,CC_BY_NC_4_0,mefisher,mefisher,,,2019-09-21T02:13:25.517Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,7,108783,108885,21170,68627,48874,74695,108783,108885,21170,68627,74695,48874
309,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,43.628791,-72.939684,3,,,,,,2016-05-25T00:00:00Z,25,5,2016,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,3304125,,,2016-05-26T03:57:03Z,CC_BY_NC_4_0,Susan Elliott,Susan Elliott,,,2019-09-21T02:13:25.379Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84,7,161329,161335,18640,77082,99922,190043,161329,161335,18640,77082,190043,99922
310,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,44.183315,-73.037841,483,,,,,,2016-05-18T01:27:40Z,18,5,2016,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,3279702,,,2016-05-23T13:29:36Z,CC_BY_NC_4_0,Erin,Erin,,,2019-09-21T02:13:25.563Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,207417,207417,17252,74534,188244,292659,,,17252,74534,,188244
311,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,44.340608,-72.4614,,,,,,,2016-05-12T12:16:00Z,12,5,2016,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,3218316,,,2016-05-20T01:17:02Z,CC_BY_NC_4_0,Erika Mitchell,Erika Mitchell,,,2019-09-21T02:13:25.675Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,304014,304014,65346,148608,280354,375314,,,65346,148608,,
312,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,44.14984,-73.14135,,,,,,,2016-05-16T10:04:30Z,16,5,2016,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,3188225,,,2016-05-17T14:54:40Z,CC_BY_NC_4_0,poisenivydeerbb,poisenivydeerbb,,,2019-09-21T02:13:25.207Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84,1,202813,202813,15474,70864,182867,293949,,,15474,70864,,182867
313,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,44.166039,-73.141663,5,,,,,,2016-05-16T09:40:00Z,16,5,2016,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,3186599,,,2016-05-16T13:40:15Z,CC_BY_NC_4_0,donkeypoisonivyah,donkeypoisonivyah,,,2019-09-21T02:13:25.565Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,202527,202527,15188,70579,182581,296978,,,15188,70579,,182581
314,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,44.166031,-73.141795,5,,,,,,2016-05-12T10:50:25Z,12,5,2016,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,3157397,,,2016-05-17T15:58:43Z,CC_BY_NC_4_0,cheetahsp,cheetahsp,,,2019-09-21T02:13:25.684Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,202527,202527,15188,70579,182581,296978,,,15188,70579,,182581
315,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,44.340808,-72.461187,,,,,,,2016-05-04T07:20:12Z,4,5,2016,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,3124881,,,,CC_BY_NC_4_0,Erika Mitchell,Erika Mitchell,,,2019-09-21T02:13:25.559Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,304014,304014,65346,148608,280354,375314,,,65346,148608,,
316,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,43.728623,-72.618844,7621,,,,,,2016-05-06T00:00:00Z,6,5,2016,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,3114922,,,2016-05-06T22:25:11Z,CC_BY_NC_4_0,Sarah Carline,Sarah Carline,,,2019-09-21T02:13:25.324Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84,9,202758,202758,35677,96916,147514,233449,,,35677,96916,,147514
317,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,43.808711,-72.209637,,,,,,,2016-04-17T21:34:03Z,17,4,2016,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,3064358,,,2016-04-30T18:31:11Z,CC_BY_NC_4_0,tapaculo99,tapaculo99,,,2019-09-21T02:13:25.581Z,,GEODETIC_DATUM_ASSUMED_WGS84,7,278819,278819,84944,159166,222924,307761,,,84944,159166,,
318,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,44.364037,-72.748761,23,,,,,,2016-04-25T00:00:00Z,25,4,2016,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,3034537,,,2016-04-26T02:25:59Z,CC_BY_NC_4_0,Joshua Lincoln,Joshua Lincoln,,,2019-09-21T02:13:25.976Z,,GEODETIC_DATUM_ASSUMED_WGS84,6,267976,267976,31214,113063,249025,351026,,,31214,113063,,
319,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,44.340881,-72.461311,,,,,,,2016-04-25T01:10:14Z,25,4,2016,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,3033464,,,2016-04-26T00:13:06Z,CC_BY_NC_4_0,Erika Mitchell,Erika Mitchell,,,2019-09-21T02:13:25.559Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84,1,303834,303834,65166,148428,280174,375134,,,65166,148428,,
320,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,43.808711,-72.209637,,,,,,,2016-03-20T03:31:20Z,20,3,2016,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,2826477,,,2016-03-24T23:20:12Z,CC_BY_NC_4_0,tapaculo99,tapaculo99,,,2019-10-01T07:52:36.619Z,,GEODETIC_DATUM_ASSUMED_WGS84,7,278819,278819,84944,159166,222924,307761,,,84944,159166,,
321,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,44.327462,-72.410073,,,,,,,2016-03-05T11:29:15Z,5,3,2016,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,2758204,,,2016-03-08T16:25:55Z,CC_BY_NC_4_0,Erika Mitchell,Erika Mitchell,,,2019-09-21T02:13:25.830Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,308421,308347,68143,152423,283604,378564,,,68143,152423,,
322,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,43.642141,-72.524936,96,,,,,,2016-03-03T16:57:26Z,3,3,2016,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,2741483,,,2016-03-03T22:59:28Z,CC_BY_NC_4_0,Kyle Jones,Kyle Jones,,,2019-09-21T02:13:25.060Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84,8,210415,210415,46074,107043,149863,233136,,,46074,107043,,149863
323,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,44.654808,-72.6727,,,,,,,2016-01-30T10:36:45Z,30,1,2016,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,2631163,,,2016-01-31T00:44:30Z,CC_BY_NC_4_0,Noel Dodge,Noel Dodge,,,2019-09-21T02:13:25.425Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,329509,329509,50230,147857,311555,422686,,,50230,147857,,
324,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,43.64015,-72.5389,10,,,,,,2015-08-08T12:52:00Z,8,8,2015,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,1846647,,,2015-08-09T11:38:55Z,CC_BY_NC_4_0,Todd Belanger,Todd Belanger,,,2019-09-21T02:13:25.415Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84,1,206186,206186,42496,103323,145308,228581,,,42496,103323,,145308
325,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,43.57519,-72.595863,1032,,,,,,2014-06-21T17:39:47Z,21,6,2014,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,1275333,,,2015-03-06T22:31:50Z,CC_BY_NC_4_0,Todd Belanger,Todd Belanger,,,2019-09-21T02:13:25.066Z,,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,192468,192468,35182,95013,125666,207233,192468,192468,35182,95013,,125666
326,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,43.68723,-72.32891,,,,,,,2016-02-03T00:00:00Z,3,2,2016,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,2642806,,,2016-02-04T02:15:56Z,CC_BY_NC_4_0,Tom Norton,Tom Norton,,,2019-09-21T02:13:25.429Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84,1,243829,243414,65485,131118,186137,268683,,,65485,131118,,186137
327,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,43.880495,-72.6914,,,,,,,2015-06-07T10:02:15Z,7,6,2015,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,1691809,,,2015-06-25T20:00:39Z,CC_BY_NC_4_0,Carl Russell,Carl Russell,,,2019-09-21T02:13:24.638Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84,1,213226,213226,28807,91612,159244,254205,,,28807,91612,,159244
328,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,44.588667,-72.747794,747,,,,,,2015-12-13T14:50:50Z,13,12,2015,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,2476407,,,2015-12-14T02:06:20Z,CC_BY_NC_4_0,libra510,libra510,,,2019-09-21T02:13:25.413Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84,1,304745,304745,37846,126195,286790,397922,,,37846,126195,,
329,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,44.289037,-72.54193,500,,,,,,2015-11-17T06:21:29Z,17,11,2015,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,2392796,,,2015-11-17T15:19:05Z,CC_BY_NC_4_0,Charlie Hohn,Charlie Hohn,,,2019-09-21T02:13:25.404Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84,7,288513,288513,52819,136080,263295,358255,,,52819,136080,,
330,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,44.092739,-73.012058,27380,,,,,,2015-10-23T15:08:42Z,23,10,2015,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,2305032,,,2015-10-23T22:35:59Z,CC_BY_NC_4_0,Charlie Hohn,Charlie Hohn,,,2019-09-21T02:13:25.532Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,204915,204915,14873,70895,176850,271389,,,14873,70895,,176850
331,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,43.357134,-72.974299,10,,,,,,2015-08-20T11:06:29Z,20,8,2015,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,1877248,,,2015-08-20T21:36:46Z,CC_BY_NC_4_0,Charlie Hohn,Charlie Hohn,,,2019-09-21T02:13:25.587Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84,6,126890,126890,15669,66868,55880,129319,126890,126890,15669,66868,129319,55880
332,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,42.837722,-72.74395,,,,,,,2015-11-15T15:37:53Z,15,11,2015,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,2390609,,,2015-11-16T23:12:17Z,CC_BY_NC_4_0,Patti Smith,Patti Smith,,,2019-09-21T02:13:26.993Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,152519,151986,38611,93393,76026,127679,152519,151986,38611,93393,127679,76026
333,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,44.311823,-72.359593,380,,,,,,2015-06-19T00:00:00Z,19,6,2015,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,1662030,,,2015-06-22T02:25:14Z,CC_BY_NC_4_0,Susan Elliott,Susan Elliott,,,2019-09-21T02:13:24.687Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84,1,310562,310562,70707,154794,281403,376364,,,70707,154794,,
334,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,43.503212,-72.435479,263,,,,,,2015-04-19T00:00:00Z,19,4,2015,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,1407513,,,2015-04-20T00:16:27Z,CC_BY_NC_4_0,Vermont Center for Ecostudies,Vermont Center for Ecostudies,,,2019-09-21T02:13:24.670Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84,1,212490,211956,52890,113180,141333,219683,,,52890,113180,,141333
335,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,44.340881,-72.461311,184,,,,,,2015-07-21T07:31:00Z,21,7,2015,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,1907563,,,2015-08-31T14:51:10Z,CC_BY_NC_4_0,Erika Mitchell,Erika Mitchell,,,2019-09-21T02:13:24.619Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84,1,303834,303834,65166,148428,280174,375134,,,65166,148428,,
336,1780,Ursus americanus,,US,,New Jersey,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.172782,-74.313792,27847,,,,,,2015-07-30T00:00:00Z,30,7,2015,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,1843853,,,2015-08-08T16:50:50Z,CC_BY_NC_4_0,patty6744,patty6744,,,2019-09-21T02:13:25.453Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,251857,245075,130012,190580,183750,278462,,,130012,190580,,183750
337,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,43.181045,-72.578259,1049318,,,,,,2014-06-21T00:00:00Z,21,6,2014,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,1700826,,,2015-06-28T00:25:51Z,CC_BY_NC_4_0,Carl Russell,Carl Russell,,,2019-09-21T02:13:25.288Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84,1,170478,169945,42812,103206,97321,161448,170478,169945,42812,103206,161448,97321
338,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,43.808378,-72.210634,,,,,,,2015-05-27T07:09:14Z,27,5,2015,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,1569742,,,2015-06-01T02:07:42Z,CC_BY_NC_4_0,tapaculo99,tapaculo99,,,2019-09-21T02:13:24.809Z,,GEODETIC_DATUM_ASSUMED_WGS84,7,277559,277559,83684,157906,221664,306501,,,83684,157906,,
339,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,43.743223,-72.948891,191,,,,,,2015-05-17T00:00:00Z,17,5,2015,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,1503834,,,2015-05-18T00:32:21Z,CC_BY_NC_4_0,Susan Elliott,Susan Elliott,,,2019-09-21T02:13:24.815Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84,1,165128,165128,15359,73727,110704,205665,165128,165128,15359,73727,,110704
340,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,43.720439,-72.594158,27443,,,,,,2015-04-28T16:40:56Z,28,4,2015,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,1435076,,,2015-04-28T22:35:28Z,CC_BY_NC_4_0,Kyle Jones,Kyle Jones,,,2019-09-21T02:13:27.741Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,203323,203323,36231,97892,147816,232699,,,36231,97892,,147816
341,1780,Ursus americanus,,US,,Pennsylvania,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.323532,-74.892449,5,,,,,,2015-04-24T12:33:04Z,24,4,2015,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,1422266,,,2015-04-25T10:54:31Z,CC_BY_NC_4_0,fsut,fsut,,,2019-09-21T02:13:25.576Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,7,204515,171706,96409,133704,127445,224249,,171706,96409,133704,,127445
342,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,44.209725,-72.747397,,,,,,,2015-04-22T13:07:41Z,22,4,2015,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,1415363,,,2015-04-22T20:36:59Z,CC_BY_NC_4_0,Kyle Jones,Kyle Jones,,,2019-09-21T02:13:26.050Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,244927,244927,25429,106259,217239,312200,,,25429,106259,,
343,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,44.410145,-72.181908,,,,,,,2015-04-16T12:16:30Z,16,4,2015,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,1399667,,,2015-04-17T13:57:48Z,CC_BY_NC_4_0,Annie Brode,Annie Brode,,,2019-09-21T02:13:26.021Z,,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,7,346856,346856,93533,180910,315889,410849,,,93533,180910,,
344,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,43.864637,-72.34617,,,,,,,2015-03-01T15:20:45Z,1,3,2015,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,1265433,,,2015-03-02T00:59:21Z,CC_BY_NC_4_0,Kyle Jones,Kyle Jones,,,2019-09-21T02:13:25.361Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,259358,259358,61846,136069,203670,290598,,,61846,136069,,
345,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,43.948833,-72.774322,,,,,,,2015-02-13T11:16:41Z,13,2,2015,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,1232188,,,2015-02-13T19:19:35Z,CC_BY_NC_4_0,Kyle Jones,Kyle Jones,,,2019-09-21T02:13:25.503Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,214415,214415,22911,85673,161370,256331,,,22911,85673,,161370
346,1780,Ursus americanus,,US,,New York,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,42.088078,-74.31598,,,,,,,2014-08-10T19:04:16Z,10,8,2014,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,827442,,,2014-08-11T23:57:20Z,CC_BY_NC_4_0,lisabrundage,lisabrundage,,,2019-09-21T02:13:25.815Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,29581,24480,2662,3385,409,23896,29581,24480,2662,3385,23896,409
347,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,44.340881,-72.461311,184,,,,,,2014-04-29T21:46:00Z,29,4,2014,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,1082540,,,2014-11-20T02:00:23Z,CC_BY_NC_4_0,Erika Mitchell,Erika Mitchell,,,2019-09-21T02:13:25.203Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84,1,303834,303834,65166,148428,280174,375134,,,65166,148428,,
348,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,44.340881,-72.461311,184,,,,,,2014-05-06T17:54:51Z,6,5,2014,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,1082486,,,2014-11-20T01:50:04Z,CC_BY_NC_4_0,Erika Mitchell,Erika Mitchell,,,2019-09-21T02:13:24.861Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84,1,303834,303834,65166,148428,280174,375134,,,65166,148428,,
349,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,44.340881,-72.461311,184,,,,,,2014-05-06T17:37:21Z,6,5,2014,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,1082485,,,2014-11-20T01:50:08Z,CC_BY_NC_4_0,Erika Mitchell,Erika Mitchell,,,2019-09-21T02:13:24.826Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84,1,303834,303834,65166,148428,280174,375134,,,65166,148428,,
350,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,44.340881,-72.461311,184,,,,,,2012-04-07T01:37:00Z,7,4,2012,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,1082424,,,2014-11-20T01:12:11Z,CC_BY_NC_4_0,Erika Mitchell,Erika Mitchell,,,2019-09-21T02:13:25.222Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84,1,303834,303834,65166,148428,280174,375134,,,65166,148428,,
