OBJECTID,scientificName,verbatimScientificName,verbatimScientificNameAuthorship,countryCode,locality,stateProvince,occurrenceStatus,individualCount,publishingOrgKey,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,eventDate,day,month,year,taxonKey,speciesKey,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,identifiedBy,dateIdentified,license,rightsHolder,recordedBy,typeStatus,establishmentMeans,lastInterpreted,mediaType,issue,Nat_resistance_2011,Nat_2c_default_corridors,Nat_3c_default_corridors,GP_Nat_node_corridors,GP_Nat_bar_corridors,node_close_corridors,GP_bar_close_corridors,Nat_2c_default_corridors_truncated_at_200k,Nat_3c_default_corridors_truncated_at_200k,GP_Nat_node_corridors_truncated_at_200k,GP_Nat_bar_corridors_truncated_at_200k,GP_bar_close_corridors_truncated_at_200k,node_close_corridors_truncated_at_200k
1,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,44.397839,-72.172043,47,,,,,,2013-08-25T14:58:18Z,25,8,2013,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,384765,,,,CC_BY_NC_4_0,Jeremy,Jeremy,,,2019-10-01T08:07:11.027Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84,1,345403,345403,94645,181162,314225,409186,,,94645,181162,,
2,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,44.278604,-72.44124,,,,,,,2019-09-14T10:14:00Z,14,9,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,33341114,,,2019-09-24T22:45:08Z,CC_BY_NC_4_0,Erika Mitchell,Erika Mitchell,,,2019-10-01T08:06:50.517Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,302068,302068,64198,147461,271071,366032,,,64198,147461,,
3,1780,Ursus americanus,,US,,Connecticut,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.931354,-72.797969,27723,,,,,,2019-09-22T13:59:22Z,22,9,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,33232037,,,2019-09-23T00:45:48Z,CC_BY_NC_4_0,pcrisanti,pcrisanti,,,2019-10-01T08:06:31.608Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,7,211784,212480,91524,148857,137082,182991,,,91524,148857,182991,137082
4,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,44.404836,-72.300931,7,,,,,,2019-09-17T15:54:44Z,17,9,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,32909715,,,2019-09-19T00:32:12Z,CC_BY_NC_4_0,sabadog,sabadog,,,2019-10-01T08:05:38.235Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,331375,331413,81182,165970,306947,401908,,,81182,165970,,
5,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,43.937832,-72.89221,27411,,,,,,2019-08-13T10:53:00Z,13,8,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,32897720,,,2019-09-17T16:29:39Z,CC_BY_NC_4_0,wtobin,wtobin,,,2019-10-01T08:05:36.947Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,199927,199927,16043,75511,148408,243368,199927,199927,16043,75511,,148408
6,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,43.995138,-72.884814,27411,,,,,,2019-08-05T08:26:00Z,5,8,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,32897716,,,2019-09-17T16:29:36Z,CC_BY_NC_4_0,wtobin,wtobin,,,2019-10-01T08:05:34.680Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,6,211196,211196,16844,77320,161385,256346,,,16844,77320,,161385
7,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,43.963535,-72.949169,27411,,,,,,2019-07-08T14:12:00Z,8,7,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,32897323,,,2019-09-17T16:21:47Z,CC_BY_NC_4_0,wtobin,wtobin,,,2019-10-01T08:05:35.241Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,198608,198608,15002,73572,151322,246282,198608,198608,15002,73572,,151322
8,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,43.852358,-72.867389,27411,,,,,,2019-08-11T16:55:00Z,11,8,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,32897718,,,2019-09-17T16:29:38Z,CC_BY_NC_4_0,wtobin,wtobin,,,2019-10-01T08:05:36.354Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,186675,186675,16543,75924,132693,227653,186675,186675,16543,75924,,132693
9,1780,Ursus americanus,,US,,New York,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,42.750827,-73.341395,2710,,,,,,2019-07-08T11:29:00Z,8,7,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,32802480,,,2019-09-15T23:54:45Z,CC_BY_NC_4_0,Trix Niernberger,Trix Niernberger,,,2019-10-01T08:05:15.496Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,7,73823,73823,9111,49918,25053,45305,73823,73823,9111,49918,45305,25053
10,1780,Ursus americanus,,US,,Massachusetts,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,42.716277,-72.451718,8,,,,,,2019-09-14T17:32:27Z,14,9,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,32742356,,,2019-09-15T02:48:46Z,CC_BY_NC_4_0,Jonathan Poppele,Jonathan Poppele,,,2019-10-01T08:04:29.570Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,206994,207022,75351,137890,125513,180477,,,75351,137890,180477,125513
11,1780,Ursus americanus,,US,,Connecticut,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.620716,-72.849675,27754,,,,,,2019-09-14T12:37:09Z,14,9,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,32738808,,,2019-09-15T01:27:38Z,CC_BY_NC_4_0,tpalacios,tpalacios,,,2019-10-01T08:04:28.773Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,8,286178,285895,160326,210579,211413,259887,,,160326,,,
12,1780,Ursus americanus,,US,,New Jersey,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.182362,-74.398639,27847,,,,,,2019-09-01T11:07:32Z,1,9,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,32139834,,,2019-09-05T01:41:20Z,CC_BY_NC_4_0,addyrondack,addyrondack,,,2019-10-01T07:58:31.816Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,257831,242884,128592,197315,179741,285199,,,128592,197315,,179741
13,1780,Ursus americanus,,US,,New York,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,42.2425,-74.722364,22,,,,,,2017-09-09T17:27:48Z,9,9,2017,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,32122914,,,2019-09-04T19:44:14Z,CC_BY_NC_4_0,jmiranda,jmiranda,,,2019-10-01T07:58:28.307Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,32291,17275,5930,10660,0,9290,32291,17275,5930,10660,9290,0
14,1780,Ursus americanus,,US,,New York,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,43.987013,-74.184201,244,,,,,,2019-08-31T17:29:00Z,31,8,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,32108106,,,2019-09-04T15:21:12Z,CC_BY_NC_4_0,Bradley Rasmussen,Bradley Rasmussen,,,2019-10-01T07:58:22.579Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,106596,104373,149,5389,53820,179686,106596,104373,149,5389,179686,53820
15,1780,Ursus americanus,,US,,Massachusetts,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,42.514068,-73.062479,1399,,,,,,2019-08-27T13:38:43Z,27,8,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,31822097,,,2019-08-31T00:34:28Z,CC_BY_NC_4_0,kfrost,kfrost,,,2019-10-01T07:57:52.347Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,123536,123390,22423,71468,53062,89200,123536,123390,22423,71468,89200,53062
16,1780,Ursus americanus,,US,,New York,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,44.324461,-74.127146,1992,,,,,,2019-07-30T13:15:00Z,30,7,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,32060075,,,2019-09-03T17:17:30Z,CC_BY_NC_4_0,Tom Dudones,Tom Dudones,,,2019-10-01T07:58:14.319Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,9,145125,125521,5536,9848,126897,257527,145125,125521,5536,9848,,126897
17,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,44.203722,-72.799276,27348,,,,,,2019-08-31T07:28:02Z,31,8,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,31839985,,,2019-08-31T11:35:30Z,CC_BY_NC_4_0,laurenhuff,laurenhuff,,,2019-10-01T07:57:54.875Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,7,241885,241885,26234,103441,217409,312370,,,26234,103441,,
18,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,43.015133,-72.80428,40827,,,,,,2017-10-03T00:00:00Z,3,10,2017,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,31814568,,,2019-08-30T21:51:09Z,CC_BY_NC_4_0,engleton,engleton,,,2019-09-21T02:13:25.884Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,138588,138054,26591,79483,63953,117496,138588,138054,26591,79483,117496,63953
19,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,43.070669,-72.655116,977,,,,,,2019-08-27T14:17:00Z,27,8,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,31784098,,,2019-08-30T12:51:17Z,CC_BY_NC_4_0,ckhunt,ckhunt,,,2019-10-01T07:57:48.896Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,7,158960,158427,39105,97542,85615,144544,158960,158427,39105,97542,144544,85615
20,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,43.171682,-72.606463,8185,,,,,,2019-08-22T22:34:09Z,22,8,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,31738014,,,2019-08-29T17:28:34Z,CC_BY_NC_4_0,Don Clark,Don Clark,,,2019-10-01T07:57:45.183Z,,GEODETIC_DATUM_ASSUMED_WGS84,9,167502,166969,42060,102101,94346,158282,167502,166969,42060,102101,158282,94346
21,1780,Ursus americanus,,US,,Connecticut,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.634211,-72.544702,27754,,,,,,2019-08-26T19:39:38Z,26,8,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,31702003,,,2019-08-29T00:40:57Z,CC_BY_NC_4_0,timant,timant,,,2019-10-01T07:57:42.683Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,337012,337678,207468,258252,259085,308582,,,,,,
22,1780,Ursus americanus,,US,,New York,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.940131,-74.263399,186,,,,,,2019-08-25T19:04:00Z,25,8,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,31639472,,,2019-08-27T22:52:36Z,CC_BY_NC_4_0,joelcohen44,joelcohen44,,,2019-10-01T07:57:36.704Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,49151,43615,1986,5833,5240,62017,49151,43615,1986,5833,62017,5240
23,1780,Ursus americanus,,US,,Connecticut,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.702707,-72.819949,27754,,,,,,2019-08-24T09:02:02Z,24,8,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,31566174,,,2019-08-26T19:13:14Z,CC_BY_NC_4_0,tpalacios,tpalacios,,,2019-10-01T07:57:30.079Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,256910,256628,131537,182965,180831,229446,,,131537,182965,,180831
24,1780,Ursus americanus,,US,,New York,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,42.196105,-74.080271,393,,,,,,2019-06-10T09:55:00Z,10,6,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,31530242,,,2019-08-26T04:40:38Z,CC_BY_NC_4_0,currenfrasch,currenfrasch,,,2019-10-01T07:57:27.116Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,15372,15372,305,4638,206,2956,15372,15372,305,4638,2956,206
25,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,44.328937,-72.507395,10,,,,,,2019-08-24T15:34:07Z,24,8,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,31442070,,,2019-08-24T23:54:21Z,CC_BY_NC_4_0,Charlie Hohn,Charlie Hohn,,,2019-10-01T07:57:19.922Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,294485,294485,57295,140557,270824,365785,,,57295,140557,,
26,1780,Ursus americanus,,US,,Connecticut,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.857588,-72.814672,27723,,,,,,2019-08-04T06:40:00Z,4,8,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,31191876,,,2019-08-20T19:00:44Z,CC_BY_NC_4_0,deket27,deket27,,,2019-10-01T07:56:57.078Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,224994,224864,102678,158839,148516,195863,,,102678,158839,195863,148516
27,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,44.184718,-72.841247,47,,,,,,2019-07-01T00:00:00Z,1,7,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,31176274,,,2019-08-20T14:08:49Z,CC_BY_NC_4_0,Jito,Jito,,,2019-10-01T07:56:56.056Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84,4,231942,231942,20623,94340,208747,303707,,,20623,94340,,
28,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,44.18628,-72.816091,95,,,,,,2019-08-18T00:00:00Z,18,8,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,31176460,,,2019-08-20T14:13:06Z,CC_BY_NC_4_0,Jito,Jito,,,2019-10-01T07:56:56.511Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84,3,236100,236100,23906,98270,210760,305721,,,23906,98270,,
29,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,44.092121,-73.026013,20,,,,,,2016-06-15T07:09:00Z,15,6,2016,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,3460922,,,2016-06-15T14:28:17Z,CC_BY_NC_4_0,Ron Payne,Ron Payne,,,2019-09-21T02:13:24.703Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84,1,203877,203877,14336,70358,176275,270754,,,14336,70358,,176275
30,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,44.185343,-73.082934,27380,,,,,,2019-07-31T09:36:00Z,31,7,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,30866455,,,2019-08-15T12:12:54Z,CC_BY_NC_4_0,Nick Tepper,Nick Tepper,,,2019-10-01T07:56:28.331Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,203672,203672,13598,70790,183891,291733,,,13598,70790,,183891
31,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,44.01709,-73.045679,27380,,,,,,2019-08-01T13:19:00Z,1,8,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,30866456,,,2019-08-15T12:12:54Z,CC_BY_NC_4_0,Nick Tepper,Nick Tepper,,,2019-10-01T07:56:28.643Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,201365,201365,13568,69591,158693,252821,,,13568,69591,,158693
32,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,43.600861,-72.577972,,,,,,,2019-08-14T11:20:02Z,14,8,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,30849489,,,2019-08-15T02:04:57Z,CC_BY_NC_4_0,Kyle Jones,Kyle Jones,,,2019-10-01T07:56:27.305Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,4,197191,197191,37266,97556,133526,215145,197191,197191,37266,97556,,133526
33,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,44.048745,-73.076742,27380,,,,,,2019-07-31T19:25:00Z,31,7,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,30725793,,,2019-08-13T01:40:48Z,CC_BY_NC_4_0,Nick Tepper,Nick Tepper,,,2019-10-01T07:56:16.352Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,202531,202531,13717,69740,166499,260250,,,13717,69740,,166499
34,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,44.503952,-72.620522,,,,,,,2019-08-03T15:20:02Z,3,8,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,30139196,,,2019-08-03T23:41:04Z,CC_BY_NC_4_0,Ken Benton,Ken Benton,,,2019-10-01T07:55:25.955Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,307422,307422,48939,133727,288778,389808,,,48939,133727,,
35,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,43.094561,-72.733141,20,,,,,,2019-07-04T06:11:38Z,4,7,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,30099939,,,2019-08-03T13:45:03Z,CC_BY_NC_4_0,kshepard,kshepard,,,2019-10-01T07:55:22.400Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,6,147384,146850,31656,87612,74039,132893,147384,146850,31656,87612,132893,74039
36,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,44.153514,-73.027542,16,,,,,,2019-07-29T15:24:56Z,29,7,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,29875360,,,2019-07-30T20:43:34Z,CC_BY_NC_4_0,Nick Tepper,Nick Tepper,,,2019-09-21T02:13:25.955Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,206740,206740,16802,73740,186334,286346,,,16802,73740,,186334
37,1780,Ursus americanus,,US,,Massachusetts,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,42.5737,-73.2361,20,,,,,,2019-07-26T11:50:00Z,26,7,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,29629667,,,2019-07-27T11:32:46Z,CC_BY_NC_4_0,MassWildlife,MassWildlife,,,2019-10-01T07:54:42.419Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84,1,90901,91006,11526,58004,34611,56817,90901,91006,11526,58004,56817,34611
38,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,42.963365,-72.633585,22,,,,,,2019-07-07T15:17:58Z,7,7,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,28457830,,,2019-07-08T21:00:10Z,CC_BY_NC_4_0,edmaryrose,edmaryrose,,,2019-09-21T02:13:25.962Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,7,167221,166688,45985,105239,92762,147995,167221,166688,45985,105239,147995,92762
39,1780,Ursus americanus,,US,,Massachusetts,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,42.246756,-73.255877,8,,,,,,2019-05-23T13:53:22Z,23,5,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,25636939,,,2019-05-26T22:50:37Z,CC_BY_NC_4_0,tarpinian,tarpinian,,,2019-10-01T07:48:56.929Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,118259,118116,24156,76038,57754,82459,118259,118116,24156,76038,82459,57754
40,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,43.647456,-72.955362,31,,,,,,2019-07-25T09:59:00Z,25,7,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,29530499,,,2019-07-25T20:12:31Z,CC_BY_NC_4_0,Marv Elliott,Marv Elliott,,,2019-10-01T07:54:35.242Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,161551,161145,18069,76180,101664,192016,161551,161145,18069,76180,192016,101664
41,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,43.646153,-72.958077,31,,,,,,2019-07-25T10:03:00Z,25,7,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,29515831,,,2019-07-25T16:10:35Z,CC_BY_NC_4_0,Susan Elliott,Susan Elliott,,,2019-09-21T02:13:25.062Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,4,161495,161089,18425,76536,101608,191960,161495,161089,18425,76536,191960,101608
42,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,44.13933,-72.887186,95,,,,,,2019-07-24T09:00:00Z,24,7,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,29481818,,,2019-07-25T00:43:41Z,CC_BY_NC_4_0,Jito,Jito,,,2019-10-01T07:54:31.694Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84,10,224091,224091,19535,87265,196921,291882,,,19535,87265,,196921
43,1780,Ursus americanus,,US,,Connecticut,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,42.104682,-73.068922,27692,,,,,,2019-07-22T15:03:37Z,22,7,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,29333975,,,2019-07-22T19:12:09Z,CC_BY_NC_4_0,johnpand,johnpand,,,2019-09-21T02:13:24.783Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,155903,155728,45586,100001,84965,124085,155903,155728,45586,100001,124085,84965
44,1780,Ursus americanus,,US,,Pennsylvania,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.253778,-74.932896,433,,,,,,2019-07-15T00:00:00Z,15,7,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,29259148,,,2019-07-21T18:25:06Z,CC_BY_NC_4_0,adam_steinberg,adam_steinberg,,,2019-10-01T07:54:08.641Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,222366,185764,112638,151090,143673,241749,,185764,112638,151090,,143673
45,1780,Ursus americanus,,US,,Pennsylvania,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.253778,-74.932896,433,,,,,,2019-07-15T00:00:00Z,15,7,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,29259135,,,2019-07-21T18:24:57Z,CC_BY_NC_4_0,adam_steinberg,adam_steinberg,,,2019-10-01T07:54:09.491Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,222366,185764,112638,151090,143673,241749,,185764,112638,151090,,143673
46,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,44.351478,-72.968003,30,,,,,,2019-07-19T20:53:31Z,19,7,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,29183280,,,2019-07-20T17:12:19Z,CC_BY_NC_4_0,Spencer Hardy,Spencer Hardy,,,2019-10-01T07:54:02.465Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,238388,238388,15750,96603,219437,334393,,,15750,96603,,
47,1780,Ursus americanus,,US,,Pennsylvania,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.284154,-75.070696,59,,,,,,2018-05-14T19:38:25Z,14,5,2018,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,29150416,,,2019-07-20T02:05:55Z,CC_BY_NC_4_0,zmhunter23,zmhunter23,,,2019-10-01T07:54:00.109Z,,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,8,225714,181380,114628,151240,149203,241294,,181380,114628,151240,,149203
48,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,44.17588,-72.889022,5,,,,,,2019-07-14T19:16:18Z,14,7,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,28904547,,,2019-07-16T01:05:56Z,CC_BY_NC_4_0,jhsiedlecki,jhsiedlecki,,,2019-09-21T02:13:25.202Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,7,223419,223419,17620,86634,201513,296474,,,17620,86634,,
49,1780,Ursus americanus,,US,,Massachusetts,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,42.395387,-72.595416,27661,,,,,,2017-06-03T17:24:43Z,3,6,2017,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,28879852,,,2019-07-15T18:12:33Z,CC_BY_NC_4_0,Genevieve Van de Merghel,Genevieve Van de Merghel,,,2019-09-21T02:13:25.063Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,9,214924,215091,84702,144260,128495,180258,,,84702,144260,180258,128495
50,1780,Ursus americanus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,43.047227,-72.667843,11649,,,,,,2016-05-20T05:15:00Z,20,5,2016,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,28849795,,,2019-07-15T04:56:53Z,CC_BY_NC_4_0,engleton,engleton,,,2019-09-21T02:13:24.779Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,9,158673,158169,39948,98602,85358,143135,158673,158169,39948,98602,143135,85358
