OBJECTID,gbifID,datasetKey,occurrenceID,kingdom,phylum,class,order_,family,genus,species,infraspecificEpithet,taxonRank,scientificName,verbatimScientificName,verbatimScientificNameAuthorship,countryCode,locality,stateProvince,occurrenceStatus,individualCount,publishingOrgKey,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,eventDate,day,month,year,taxonKey,speciesKey,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,identifiedBy,dateIdentified,license,rightsHolder,recordedBy,typeStatus,establishmentMeans,lastInterpreted,mediaType,issue,Nat_resistance_2011,Nat_2c_default_corridors,Nat_3c_default_corridors,GP_Nat_node_corridors,GP_Nat_bar_corridors,node_close_corridors,GP_bar_close_corridors,Nat_2c_default_corridors_truncated_at_200k,Nat_3c_default_corridors_truncated_at_200k,GP_Nat_node_corridors_truncated_at_200k,GP_Nat_bar_corridors_truncated_at_200k,GP_bar_close_corridors_truncated_at_200k,node_close_corridors_truncated_at_200k
84,2251851844,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/25399006,Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,Lynx rufus,,SPECIES,"Lynx rufus (Schreber, 1777)",Lynx rufus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,44.432458,-73.151661,27317,,,,,,2019-05-16T23:01:00Z,16,5,2019,2435246,2435246,HUMAN_OBSERVATION,iNaturalist,Observations,25399006,,,2019-05-19T19:21:13Z,CC_BY_NC_4_0,evening,evening,,,2019-09-21T00:28:01.284Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,5,242732,242732,30041,104771,232191,361269,,,30041,104771,,
85,2244328341,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/25630997,Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,Lynx rufus,,SPECIES,"Lynx rufus (Schreber, 1777)",Lynx rufus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,43.745925,-72.238905,5,,,,,,2019-05-22T08:20:54Z,22,5,2019,2435246,2435246,HUMAN_OBSERVATION,iNaturalist,Observations,25630997,,,2019-05-23T18:46:55Z,CC_BY_NC_4_0,Chris Rimmer,Chris Rimmer,,,2019-09-21T00:28:02.266Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84,6,266526,265992,79883,152683,210063,294258,,,79883,152683,,
86,2244327305,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/25625857,Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,Lynx rufus,,SPECIES,"Lynx rufus (Schreber, 1777)",Lynx rufus,,US,,Connecticut,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.948277,-72.68744,27723,,,,,,2019-05-23T00:00:00Z,23,5,2019,2435246,2435246,HUMAN_OBSERVATION,iNaturalist,Observations,25625857,,,2019-05-23T17:24:20Z,CC_BY_NC_4_0,jenny02v,jenny02v,,,2019-09-21T00:28:04.077Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,7,229937,231009,107782,165800,154025,201520,,,107782,165800,,154025
87,2244320572,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/25592162,Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,Lynx rufus,,SPECIES,"Lynx rufus (Schreber, 1777)",Lynx rufus,,US,,Connecticut,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.43639,-73.084764,27785,,,,,,2019-05-22T11:55:00Z,22,5,2019,2435246,2435246,HUMAN_OBSERVATION,iNaturalist,Observations,25592162,,,2019-05-23T00:28:41Z,CC_BY_NC_4_0,iolivares,iolivares,,,2019-09-21T00:28:04.286Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,271024,270897,157357,202779,206395,249359,,,157357,,,
88,2244311050,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/25556678,Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,Lynx rufus,,SPECIES,"Lynx rufus (Schreber, 1777)",Lynx rufus,,US,,Connecticut,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.210523,-73.148998,27816,,,,,,2019-05-21T00:00:00Z,21,5,2019,2435246,2435246,HUMAN_OBSERVATION,iNaturalist,Observations,25556678,,,2019-05-22T13:08:10Z,CC_BY_NC_4_0,cgeanura,cgeanura,,,2019-09-21T00:28:07.982Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,9,373096,372968,263094,304854,309845,352253,,,,,,
89,2244310618,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/25558126,Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,Lynx rufus,,SPECIES,"Lynx rufus (Schreber, 1777)",Lynx rufus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,44.943736,-73.15387,168,,,,,,2019-05-18T09:39:00Z,18,5,2019,2435246,2435246,HUMAN_OBSERVATION,iNaturalist,Observations,25558126,,,2019-05-22T13:45:25Z,CC_BY_NC_4_0,Sarah Carline,Sarah Carline,,,2019-09-21T00:28:07.579Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,6,329010,316697,39980,139892,341908,487399,,,39980,139892,,
90,2242977312,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/25081521,Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,Lynx rufus,,SPECIES,"Lynx rufus (Schreber, 1777)",Lynx rufus,,US,,Massachusetts,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,42.361282,-72.441901,27661,,,,,,2013-09-21T10:36:42Z,21,9,2013,2435246,2435246,HUMAN_OBSERVATION,iNaturalist,Observations,25081521,,,2019-05-13T22:59:03Z,CC_BY_NC_4_0,posnie,posnie,,,2019-09-21T00:28:00.145Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,236912,237079,101394,162184,148467,203461,,,101394,162184,,148467
91,2242961635,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/25021044,Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,Lynx rufus,,SPECIES,"Lynx rufus (Schreber, 1777)",Lynx rufus,,US,,New York,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,42.040426,-75.023254,72,,,,,,2019-03-11T16:32:18Z,11,3,2019,2435246,2435246,HUMAN_OBSERVATION,iNaturalist,Observations,25021044,,,2019-05-12T20:58:58Z,CC_BY_NC_4_0,joeygiu,joeygiu,,,2019-09-21T00:28:03.633Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,54185,12217,5327,20788,7230,61779,54185,12217,5327,20788,61779,7230
92,2242917906,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/24846480,Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,Lynx rufus,,SPECIES,"Lynx rufus (Schreber, 1777)",Lynx rufus,,US,,Connecticut,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.458153,-72.791855,27785,,,,,,2019-05-02T08:54:10Z,2,5,2019,2435246,2435246,HUMAN_OBSERVATION,iNaturalist,Observations,24846480,,,2019-05-09T18:04:51Z,CC_BY_NC_4_0,rshealand,rshealand,,,2019-09-21T00:28:09.358Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,342523,342241,216425,265507,267758,320365,,,,,,
93,2242902795,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/24791854,Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,Lynx rufus,,SPECIES,"Lynx rufus (Schreber, 1777)",Lynx rufus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,44.433492,-73.19864,34,,,,,,2019-03-28T00:18:00Z,28,3,2019,2435246,2435246,HUMAN_OBSERVATION,iNaturalist,Observations,24791854,,,2019-05-08T17:11:38Z,CC_BY_NC_4_0,srotella,srotella,,,2019-09-21T00:27:57.026Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,3,233439,233439,22398,87553,224178,356923,,,22398,87553,,
94,2242891357,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/24753645,Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,Lynx rufus,,SPECIES,"Lynx rufus (Schreber, 1777)",Lynx rufus,,US,,Connecticut,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.473327,-72.801634,27785,,,,,,2019-04-29T01:15:56Z,29,4,2019,2435246,2435246,HUMAN_OBSERVATION,iNaturalist,Observations,24753645,,,2019-05-07T21:54:43Z,CC_BY_NC_4_0,jwetmore93,jwetmore93,,,2019-09-21T00:28:02.385Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,340139,340285,215835,264917,267168,315331,,,,,,
95,2242809552,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/24449170,Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,Lynx rufus,,SPECIES,"Lynx rufus (Schreber, 1777)",Lynx rufus,,US,,Connecticut,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.418348,-72.688397,27785,,,,,,2019-05-03T03:37:39Z,3,5,2019,2435246,2435246,HUMAN_OBSERVATION,iNaturalist,Observations,24449170,,,2019-05-03T16:42:06Z,CC_BY_NC_4_0,cjamie342,cjamie342,,,2019-09-21T00:27:59.099Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,7,350398,350115,224300,273382,275633,328578,,,,,,
96,2242795057,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/24282015,Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,Lynx rufus,,SPECIES,"Lynx rufus (Schreber, 1777)",Lynx rufus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,44.457815,-73.15091,31,,,,,,2019-03-21T08:30:00Z,21,3,2019,2435246,2435246,HUMAN_OBSERVATION,iNaturalist,Observations,24282015,,,2019-05-01T15:01:25Z,CC_BY_NC_4_0,srotella,srotella,,,2019-09-21T00:28:01.313Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84,8,266058,266058,35559,110785,255446,384979,,,35559,110785,,
97,2239051938,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/24396296,Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,Lynx rufus,,SPECIES,"Lynx rufus (Schreber, 1777)",Lynx rufus,,US,,Connecticut,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.072095,-73.375597,27847,,,,,,2019-05-02T00:00:00Z,2,5,2019,2435246,2435246,HUMAN_OBSERVATION,iNaturalist,Observations,24396296,,,2019-05-02T20:54:51Z,CC_BY_NC_4_0,epjones,epjones,,,2019-09-21T00:28:12.116Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,3,367003,367247,262399,294749,304174,350506,,,,,,
98,2239043322,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/24358884,Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,Lynx rufus,,SPECIES,"Lynx rufus (Schreber, 1777)",Lynx rufus,,US,,Connecticut,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.947394,-72.605381,27723,,,,,,2019-05-02T00:00:00Z,2,5,2019,2435246,2435246,HUMAN_OBSERVATION,iNaturalist,Observations,24358884,,,2019-05-02T10:13:50Z,CC_BY_NC_4_0,aawbruce,aawbruce,,,2019-09-21T00:28:07.255Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,14,254785,255541,132314,190333,178558,225956,,,132314,190333,,178558
99,2239025910,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/24280913,Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,Lynx rufus,,SPECIES,"Lynx rufus (Schreber, 1777)",Lynx rufus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,44.408706,-73.174341,4,,,,,,2019-03-18T19:47:00Z,18,3,2019,2435246,2435246,HUMAN_OBSERVATION,iNaturalist,Observations,24280913,,,2019-05-01T14:49:02Z,CC_BY_NC_4_0,srotella,srotella,,,2019-09-21T00:27:58.350Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,7,233737,233737,20625,95200,223450,354196,,,20625,95200,,
100,2238954195,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/23939137,Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,Lynx rufus,,SPECIES,"Lynx rufus (Schreber, 1777)",Lynx rufus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,44.429661,-73.185269,,,,,,,2019-04-10T16:48:00Z,10,4,2019,2435246,2435246,HUMAN_OBSERVATION,iNaturalist,Observations,23939137,,,2019-04-29T15:31:16Z,CC_BY_NC_4_0,srotella,srotella,,,2019-09-21T00:27:55.681Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,234141,234141,22497,92731,223986,357525,,,22497,92731,,
101,2238947704,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/23907495,Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,Lynx rufus,,SPECIES,"Lynx rufus (Schreber, 1777)",Lynx rufus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,43.953448,-72.820766,5,,,,,,2019-04-28T20:34:12Z,28,4,2019,2435246,2435246,HUMAN_OBSERVATION,iNaturalist,Observations,23907495,,,2019-04-29T13:19:43Z,CC_BY_NC_4_0,Brad Winn,Brad Winn,,,2019-09-21T00:28:06.383Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,8,211375,211375,21102,82723,158916,253877,,,21102,82723,,158916
102,2238861608,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/23446222,Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,Lynx rufus,rufus,SUBSPECIES,Lynx rufus rufus,Lynx rufus rufus,,US,,Connecticut,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.44188,-73.578471,27785,,,,,,2019-04-25T00:00:00Z,25,4,2019,7193912,2435246,HUMAN_OBSERVATION,iNaturalist,Observations,23446222,,,2019-04-27T19:25:44Z,CC_BY_NC_4_0,Brian Shea,Brian Shea,,,2019-09-20T23:42:37.204Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,216536,216907,115679,149661,157230,203562,,,115679,149661,,157230
103,2238850067,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/23375623,Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,Lynx rufus,,SPECIES,"Lynx rufus (Schreber, 1777)",Lynx rufus,,US,,Connecticut,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.756005,-72.602868,27754,,,,,,2019-04-27T10:46:03Z,27,4,2019,2435246,2435246,HUMAN_OBSERVATION,iNaturalist,Observations,23375623,,,2019-04-27T14:50:26Z,CC_BY_NC_4_0,erwinluis,erwinluis,,,2019-09-21T00:28:00.772Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,321502,322574,199347,257365,245591,293085,,,199347,,,
104,2237514852,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/23002823,Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,Lynx rufus,,SPECIES,"Lynx rufus (Schreber, 1777)",Lynx rufus,,US,,Connecticut,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.171721,-73.342396,50663,,,,,,2019-04-24T00:00:00Z,24,4,2019,2435246,2435246,HUMAN_OBSERVATION,iNaturalist,Observations,23002823,,,2019-04-24T16:37:28Z,CC_BY_NC_4_0,jocculto,jocculto,,,2019-09-21T00:28:05.895Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,7,316069,316313,211465,244885,253240,299572,,,,,,
105,2237508796,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/22978526,Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,Lynx rufus,,SPECIES,"Lynx rufus (Schreber, 1777)",Lynx rufus,,US,,Connecticut,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.69786,-72.803347,27754,,,,,,2019-04-23T00:00:00Z,23,4,2019,2435246,2435246,HUMAN_OBSERVATION,iNaturalist,Observations,22978526,,,2019-04-24T02:36:43Z,CC_BY_NC_4_0,Petrick,Petrick,,,2019-09-21T00:27:57.389Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,260442,260160,135060,186487,184354,232978,,,135060,186487,,184354
106,2236919933,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/22652804,Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,Lynx rufus,,SPECIES,"Lynx rufus (Schreber, 1777)",Lynx rufus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,43.524585,-73.210679,10,,,,,,2019-04-17T19:30:00Z,17,4,2019,2435246,2435246,HUMAN_OBSERVATION,iNaturalist,Observations,22652804,,,2019-04-18T11:43:41Z,CC_BY_NC_4_0,jptilley,jptilley,,,2019-09-21T00:28:12.759Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,7,115595,115595,13195,55174,49359,136499,115595,115595,13195,55174,136499,49359
107,2236889680,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/22529844,Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,Lynx rufus,,SPECIES,"Lynx rufus (Schreber, 1777)",Lynx rufus,,US,,New York,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,42.52846,-75.305593,27630,,,,,,2019-04-04T13:59:00Z,4,4,2019,2435246,2435246,HUMAN_OBSERVATION,iNaturalist,Observations,22529844,,,2019-04-15T21:55:19Z,CC_BY_NC_4_0,Michelle Herman,Michelle Herman,,,2019-09-21T00:28:07.257Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,80853,10030,6450,37423,20871,51569,80853,10030,6450,37423,51569,20871
108,2236878591,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/22494501,Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,Lynx rufus,,SPECIES,"Lynx rufus (Schreber, 1777)",Lynx rufus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,44.181848,-72.542649,27380,,,,,,2019-04-14T21:03:16Z,14,4,2019,2435246,2435246,HUMAN_OBSERVATION,iNaturalist,Observations,22494501,,,2019-04-15T01:05:16Z,CC_BY_NC_4_0,Sean Beckett,Sean Beckett,,,2019-09-21T00:27:58.946Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,270568,270542,46201,127054,229546,324507,,,46201,127054,,
109,2236864330,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/22439402,Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,Lynx rufus,,SPECIES,"Lynx rufus (Schreber, 1777)",Lynx rufus,,US,,Connecticut,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.589509,-73.23667,27785,,,,,,2019-04-04T22:16:51Z,4,4,2019,2435246,2435246,HUMAN_OBSERVATION,iNaturalist,Observations,22439402,,,2019-04-13T23:41:24Z,CC_BY_NC_4_0,Ed,Ed,,,2019-09-21T00:28:01.399Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,213823,213695,104636,149187,150572,192158,,,104636,149187,192158,150572
110,2236860290,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/22429401,Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,Lynx rufus,,SPECIES,"Lynx rufus (Schreber, 1777)",Lynx rufus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,44.45559,-73.14719,,,,,,,2019-03-29T23:57:00Z,29,3,2019,2435246,2435246,HUMAN_OBSERVATION,iNaturalist,Observations,22429401,,,2019-04-13T20:21:24Z,CC_BY_NC_4_0,Erin Hall,Erin Hall,,,2019-09-21T00:28:06.385Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84,8,267140,267140,35448,111842,255637,385097,,,35448,111842,,
111,2236854663,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/22407098,Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,Lynx rufus,,SPECIES,"Lynx rufus (Schreber, 1777)",Lynx rufus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,44.113405,-73.318281,16829,,,,,,2019-03-15T00:00:00Z,15,3,2019,2435246,2435246,HUMAN_OBSERVATION,iNaturalist,Observations,22407098,,,2019-04-13T12:46:40Z,CC_BY_NC_4_0,Gayle,Gayle,,,2019-09-21T00:28:01.436Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,7,173558,173558,26265,51300,144092,264274,173558,173558,26265,51300,,144092
112,2236829839,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/20911833,Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,Lynx rufus,rufus,SUBSPECIES,Lynx rufus rufus,Lynx rufus rufus,,US,,Connecticut,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.476883,-73.173189,27785,,,,,,2019-03-02T17:23:20Z,2,3,2019,7193912,2435246,HUMAN_OBSERVATION,iNaturalist,Observations,20911833,,,2019-03-03T15:46:45Z,CC_BY_NC_4_0,niedziela,niedziela,,,2019-09-20T23:42:37.849Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,9,250904,250777,138411,184505,187450,230061,,,138411,184505,,187450
113,2236267904,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/22238271,Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,Lynx rufus,rufus,SUBSPECIES,Lynx rufus rufus,Lynx rufus rufus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,44.336981,-73.186112,888,,,,,,2019-04-09T11:02:52Z,9,4,2019,7193912,2435246,HUMAN_OBSERVATION,iNaturalist,Observations,22238271,,,2019-04-09T15:08:01Z,CC_BY_NC_4_0,besilly,besilly,,,2019-09-20T23:42:37.187Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,3,209301,209301,13704,83346,199014,330420,,,13704,83346,,199014
114,2236265036,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/22224675,Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,Lynx rufus,,SPECIES,"Lynx rufus (Schreber, 1777)",Lynx rufus,,US,,Connecticut,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.563913,-72.713222,27785,,,,,,2019-04-07T07:30:00Z,7,4,2019,2435246,2435246,HUMAN_OBSERVATION,iNaturalist,Observations,22224675,,,2019-04-09T03:33:38Z,CC_BY_NC_4_0,nwp,nwp,,,2019-09-21T00:28:02.407Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,6,320683,320400,194830,245084,245918,294392,,,194830,,,
115,2236256514,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/22192306,Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,Lynx rufus,,SPECIES,"Lynx rufus (Schreber, 1777)",Lynx rufus,,US,,Connecticut,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.225381,-72.689346,27816,,,,,,2019-04-07T19:16:28Z,7,4,2019,2435246,2435246,HUMAN_OBSERVATION,iNaturalist,Observations,22192306,,,2019-04-08T14:03:59Z,CC_BY_NC_4_0,nbfd56,nbfd56,,,2019-09-21T00:28:07.935Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,5,406525,405498,279683,328764,331016,383961,,,,,,
116,2236251469,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/22172843,Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,Lynx rufus,,SPECIES,"Lynx rufus (Schreber, 1777)",Lynx rufus,,US,,Connecticut,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.516692,-72.7016,27785,,,,,,2019-03-05T00:08:57Z,5,3,2019,2435246,2435246,HUMAN_OBSERVATION,iNaturalist,Observations,22172843,,,2019-04-08T00:54:52Z,CC_BY_NC_4_0,rshealand,rshealand,,,2019-09-21T00:27:57.727Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,331621,330963,205394,255647,256481,304955,,,,,,
117,2236248137,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/22172674,Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,Lynx rufus,,SPECIES,"Lynx rufus (Schreber, 1777)",Lynx rufus,,US,,Connecticut,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.559993,-72.797743,27785,,,,,,2019-03-25T21:31:29Z,25,3,2019,2435246,2435246,HUMAN_OBSERVATION,iNaturalist,Observations,22172674,,,2019-04-08T00:51:44Z,CC_BY_NC_4_0,rshealand,rshealand,,,2019-09-21T00:28:06.667Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,2,301940,301695,175879,225947,227212,275691,,,175879,,,
118,2236216913,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/22021519,Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,Lynx rufus,,SPECIES,"Lynx rufus (Schreber, 1777)",Lynx rufus,,US,,Connecticut,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.39758,-73.201331,27816,,,,,,2019-04-05T00:00:00Z,5,4,2019,2435246,2435246,HUMAN_OBSERVATION,iNaturalist,Observations,22021519,,,2019-04-05T13:04:29Z,CC_BY_NC_4_0,Dan Mallen,Dan Mallen,,,2019-09-21T00:28:11.752Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,260397,260270,151305,192155,197146,239554,,,151305,192155,,197146
