OBJECTID,gbifID,datasetKey,occurrenceID,kingdom,phylum,class,order_,family,genus,species,infraspecificEpithet,taxonRank,scientificName,verbatimScientificName,verbatimScientificNameAuthorship,countryCode,locality,stateProvince,occurrenceStatus,individualCount,publishingOrgKey,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,eventDate,day,month,year,taxonKey,speciesKey,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,identifiedBy,dateIdentified,license,rightsHolder,recordedBy,typeStatus,establishmentMeans,lastInterpreted,mediaType,issue,Nat_resistance_2011,Nat_2c_default_corridors,Nat_3c_default_corridors,GP_Nat_node_corridors,GP_Nat_bar_corridors,node_close_corridors,GP_bar_close_corridors,Nat_2c_default_corridors_truncated_at_200k,Nat_3c_default_corridors_truncated_at_200k,GP_Nat_node_corridors_truncated_at_200k,GP_Nat_bar_corridors_truncated_at_200k,GP_bar_close_corridors_truncated_at_200k,node_close_corridors_truncated_at_200k
1,2445117998,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/34634515,Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,Lynx rufus,,SPECIES,"Lynx rufus (Schreber, 1777)",Lynx rufus,,US,,Connecticut,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.258412,-73.25788,27816,,,,,,2018-12-20T08:00:06Z,20,12,2018,2435246,2435246,HUMAN_OBSERVATION,iNaturalist,Observations,34634515,,,2019-10-20T15:28:06Z,CC_BY_NC_4_0,jevois,jevois,,,2019-10-31T16:10:36.243Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,296692,296936,191426,225508,233863,280195,,,191426,,,
2,2429589771,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/34366633,Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,Lynx rufus,,SPECIES,"Lynx rufus (Schreber, 1777)",Lynx rufus,,US,,Connecticut,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.48314,-73.55046,27785,,,,,,2019-10-02T22:46:00Z,2,10,2019,2435246,2435246,HUMAN_OBSERVATION,iNaturalist,Observations,34366633,,,2019-10-14T17:32:22Z,CC_BY_NC_4_0,maintguy51,maintguy51,,,2019-10-24T08:57:17.183Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,208365,208737,105580,140250,147131,193463,,,105580,140250,193463,147131
3,2429560878,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/34258750,Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,Lynx rufus,,SPECIES,"Lynx rufus (Schreber, 1777)",Lynx rufus,,US,,Connecticut,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.445609,-73.399594,27785,,,,,,2019-10-09T15:38:10Z,9,10,2019,2435246,2435246,HUMAN_OBSERVATION,iNaturalist,Observations,34258750,,,2019-10-12T18:04:45Z,CC_BY_NC_4_0,Ed,Ed,,,2019-10-24T08:56:55.544Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,2,241133,241549,135546,171775,178425,224457,,,135546,171775,,178425
4,2429560747,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/34258570,Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,Lynx rufus,,SPECIES,"Lynx rufus (Schreber, 1777)",Lynx rufus,,US,,Connecticut,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.412704,-73.27846,27785,,,,,,2019-10-09T13:19:18Z,9,10,2019,2435246,2435246,HUMAN_OBSERVATION,iNaturalist,Observations,34258570,,,2019-10-12T18:01:28Z,CC_BY_NC_4_0,Ed,Ed,,,2019-10-24T08:56:56.713Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,9,257715,258209,151515,189045,195085,238944,,,151515,189045,,195085
5,2429421461,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/34011032,Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,Lynx rufus,,SPECIES,"Lynx rufus (Schreber, 1777)",Lynx rufus,,US,,Connecticut,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.910829,-73.562386,27723,,,,,,2019-10-06T13:06:26Z,6,10,2019,2435246,2435246,HUMAN_OBSERVATION,iNaturalist,Observations,34011032,,,2019-10-07T14:12:28Z,CC_BY_NC_4_0,chukwood,chukwood,,,2019-10-24T08:56:13.603Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,7,124747,124620,20506,71226,61496,101040,124747,124620,20506,71226,101040,61496
6,2429405434,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/33957568,Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,Lynx rufus,,SPECIES,"Lynx rufus (Schreber, 1777)",Lynx rufus,,US,,Connecticut,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.485149,-73.332281,27785,,,,,,2019-09-30T00:00:00Z,30,9,2019,2435246,2435246,HUMAN_OBSERVATION,iNaturalist,Observations,33957568,,,2019-10-06T16:26:01Z,CC_BY_NC_4_0,Ed,Ed,,,2019-10-24T08:55:58.128Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,229299,229715,122308,160552,166592,209737,,,122308,160552,,166592
7,2429353994,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/33779208,Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,Lynx rufus,,SPECIES,"Lynx rufus (Schreber, 1777)",Lynx rufus,,US,,Connecticut,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.369273,-73.272696,27816,,,,,,2019-09-24T09:00:22Z,24,9,2019,2435246,2435246,HUMAN_OBSERVATION,iNaturalist,Observations,33779208,,,2019-10-03T01:12:15Z,CC_BY_NC_4_0,jd12ells,jd12ells,,,2019-10-24T08:55:05.507Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,8,271995,272489,165206,203325,209365,253102,,,165206,,,
8,2429337371,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/33723777,Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,Lynx rufus,,SPECIES,"Lynx rufus (Schreber, 1777)",Lynx rufus,,US,,Connecticut,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.734549,-72.784201,27754,,,,,,2019-09-06T18:46:49Z,6,9,2019,2435246,2435246,HUMAN_OBSERVATION,iNaturalist,Observations,33723777,,,2019-10-01T21:51:03Z,CC_BY_NC_4_0,hartneka47,hartneka47,,,2019-10-24T08:54:39.530Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,8,260666,260384,134853,186430,184036,233202,,,134853,186430,,184036
9,2429336014,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/33724449,Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,Lynx rufus,,SPECIES,"Lynx rufus (Schreber, 1777)",Lynx rufus,,US,,Connecticut,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.637257,-72.75472,27754,,,,,,2019-09-06T18:45:26Z,6,9,2019,2435246,2435246,HUMAN_OBSERVATION,iNaturalist,Observations,33724449,,,2019-10-01T22:04:14Z,CC_BY_NC_4_0,hartneka47,hartneka47,,,2019-10-24T08:54:39.225Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,14,315556,315274,189704,239958,240792,289198,,,189704,,,
10,2429209178,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/26593160,Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,Lynx rufus,,SPECIES,"Lynx rufus (Schreber, 1777)",Lynx rufus,,US,,Vermont,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,43.047227,-72.667843,11649,,,,,,2015-01-19T00:00:00Z,19,1,2015,2435246,2435246,HUMAN_OBSERVATION,iNaturalist,Observations,26593160,,,2019-06-08T06:40:04Z,CC_BY_NC_4_0,engleton,engleton,,,2019-10-24T08:42:58.689Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,9,158673,158169,39948,98602,85358,143135,158673,158169,39948,98602,143135,85358
11,2423251805,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/33457930,Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,Lynx rufus,,SPECIES,"Lynx rufus (Schreber, 1777)",Lynx rufus,,US,,Connecticut,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.523771,-73.39497,27785,,,,,,2019-09-18T00:00:00Z,18,9,2019,2435246,2435246,HUMAN_OBSERVATION,iNaturalist,Observations,33457930,,,2019-09-26T23:45:28Z,CC_BY_NC_4_0,Ed,Ed,,,2019-10-24T08:52:59.769Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,217373,217789,111516,148625,154665,199241,,,111516,148625,199241,154665
12,2423237127,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/33390920,Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,Lynx rufus,,SPECIES,"Lynx rufus (Schreber, 1777)",Lynx rufus,,US,,Massachusetts,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,42.665264,-72.460729,263,,,,,,2019-06-08T19:41:07Z,8,6,2019,2435246,2435246,HUMAN_OBSERVATION,iNaturalist,Observations,33390920,,,2019-09-25T20:06:29Z,CC_BY_NC_4_0,wahlstroma,wahlstroma,,,2019-10-01T08:06:56.522Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,9,212654,212682,82462,144040,131173,186079,,,82462,144040,186079,131173
13,2423198267,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/33228108,Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,Lynx rufus,rufus,SUBSPECIES,Lynx rufus rufus,Lynx rufus rufus,,US,,Connecticut,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.574736,-72.919588,27785,,,,,,2019-09-22T00:00:00Z,22,9,2019,7193912,2435246,HUMAN_OBSERVATION,iNaturalist,Observations,33228108,,,2019-09-22T23:37:14Z,CC_BY_NC_4_0,Jonathan Callahan,Jonathan Callahan,,,2019-10-01T08:06:33.088Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,3,269715,269420,147972,196419,197253,243411,,,147972,196419,,197253
14,2423166872,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/33101932,Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,Lynx rufus,,SPECIES,"Lynx rufus (Schreber, 1777)",Lynx rufus,,US,,Connecticut,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.905011,-72.775555,27723,,,,,,2019-07-26T17:18:00Z,26,7,2019,2435246,2435246,HUMAN_OBSERVATION,iNaturalist,Observations,33101932,,,2019-09-20T23:45:39Z,CC_BY_NC_4_0,Jen,Jen,,,2019-10-01T08:06:12.016Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,223126,223537,100821,158331,147159,194048,,,100821,158331,194048,147159
15,2423165970,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/33101424,Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,Lynx rufus,,SPECIES,"Lynx rufus (Schreber, 1777)",Lynx rufus,,US,,Connecticut,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.953883,-72.765445,27723,,,,,,2019-09-19T00:00:00Z,19,9,2019,2435246,2435246,HUMAN_OBSERVATION,iNaturalist,Observations,33101424,,,2019-09-20T23:35:40Z,CC_BY_NC_4_0,Jen,Jen,,,2019-10-01T08:06:13.006Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,6,215267,216339,93112,151130,139355,186850,,,93112,151130,186850,139355
16,2423124738,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/32923959,Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,Lynx rufus,,SPECIES,"Lynx rufus (Schreber, 1777)",Lynx rufus,,US,,Connecticut,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.490628,-72.912414,27785,,,,,,2019-09-14T15:30:00Z,14,9,2019,2435246,2435246,HUMAN_OBSERVATION,iNaturalist,Observations,32923959,,,2019-09-18T01:01:19Z,CC_BY_NC_4_0,jaysc,jaysc,,,2019-10-01T08:05:42.363Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,6,292568,292273,170580,217855,220106,267990,,,170580,,,
17,2423098011,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/32814183,Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,Lynx rufus,,SPECIES,"Lynx rufus (Schreber, 1777)",Lynx rufus,,US,,Connecticut,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.924276,-72.675051,27723,,,,,,2019-09-12T00:00:00Z,12,9,2019,2435246,2435246,HUMAN_OBSERVATION,iNaturalist,Observations,32814183,,,,CC_BY_NC_4_0,bobcatreport1,bobcatreport1,,,2019-10-01T08:05:21.782Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,3,258355,259426,136199,194218,182443,229937,,,136199,194218,,182443
18,2423072284,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/32736107,Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,Lynx rufus,,SPECIES,"Lynx rufus (Schreber, 1777)",Lynx rufus,,US,,Connecticut,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.217372,-72.837851,27816,,,,,,2019-09-09T06:01:00Z,9,9,2019,2435246,2435246,HUMAN_OBSERVATION,iNaturalist,Observations,32736107,,,2019-09-15T00:31:15Z,CC_BY_NC_4_0,Bob Martens,Bob Martens,,,2019-10-24T08:51:53.760Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,5,419230,418997,293182,338757,344515,397927,,,,,,
19,2423072043,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/32735227,Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,Lynx rufus,,SPECIES,"Lynx rufus (Schreber, 1777)",Lynx rufus,,US,,Connecticut,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.349746,-72.934862,27816,,,,,,2019-02-11T15:55:00Z,11,2,2019,2435246,2435246,HUMAN_OBSERVATION,iNaturalist,Observations,32735227,,,,CC_BY_NC_4_0,Bob Martens,Bob Martens,,,2019-10-01T08:04:26.279Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,11,335036,335042,213348,260100,262874,313504,,,,,,
20,2423063386,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/32697391,Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,Lynx rufus,,SPECIES,"Lynx rufus (Schreber, 1777)",Lynx rufus,,US,,Connecticut,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.440164,-73.559713,27785,,,,,,2019-09-11T10:40:00Z,11,9,2019,2435246,2435246,HUMAN_OBSERVATION,iNaturalist,Observations,32697391,,,2019-09-14T14:55:32Z,CC_BY_NC_4_0,jsikorski,jsikorski,,,2019-10-01T08:02:45.226Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,8,219753,220124,117266,151936,158816,205149,,,117266,151936,,158816
21,2423017893,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/32524699,Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,Lynx rufus,,SPECIES,"Lynx rufus (Schreber, 1777)",Lynx rufus,,US,,Connecticut,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.884027,-72.909008,27723,,,,,,2019-09-11T09:29:12Z,11,9,2019,2435246,2435246,HUMAN_OBSERVATION,iNaturalist,Observations,32524699,,,2019-09-11T13:39:00Z,CC_BY_NC_4_0,jzawidniak,jzawidniak,,,2019-10-01T08:01:46.802Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,7,204684,204501,82757,138719,128395,175659,,,82757,138719,175659,128395
22,2422985269,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/32408258,Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,Lynx rufus,,SPECIES,"Lynx rufus (Schreber, 1777)",Lynx rufus,,US,,Connecticut,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.708843,-72.652156,27754,,,,,,2019-09-09T09:15:00Z,9,9,2019,2435246,2435246,HUMAN_OBSERVATION,iNaturalist,Observations,32408258,,,2019-09-09T13:44:37Z,CC_BY_NC_4_0,Alyssa Saccone,Alyssa Saccone,,,2019-10-01T07:59:57.074Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,9,315019,316091,192864,250882,239107,286602,,,192864,,,
23,2422975998,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/32380686,Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,Lynx rufus,,SPECIES,"Lynx rufus (Schreber, 1777)",Lynx rufus,,US,,Connecticut,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.330982,-73.360105,27816,,,,,,2019-09-07T06:01:48Z,7,9,2019,2435246,2435246,HUMAN_OBSERVATION,iNaturalist,Observations,32380686,,,2019-09-08T23:40:57Z,CC_BY_NC_4_0,mmiceli,mmiceli,,,2019-10-01T07:59:41.011Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,8,275510,275869,171021,204727,212796,259129,,,171021,,,
24,2422881904,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/31397169,Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,Lynx rufus,,SPECIES,"Lynx rufus (Schreber, 1777)",Lynx rufus,,US,,Connecticut,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.844806,-72.780681,27723,,,,,,2019-08-23T17:01:03Z,23,8,2019,2435246,2435246,HUMAN_OBSERVATION,iNaturalist,Observations,31397169,,,,CC_BY_NC_4_0,smydosh,smydosh,,,2019-10-01T07:57:16.098Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,7,235049,234972,109798,167307,156984,205971,,,109798,167307,,156984
25,2397701049,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/32079405,Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,Lynx rufus,,SPECIES,"Lynx rufus (Schreber, 1777)",Lynx rufus,,US,,Connecticut,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.375588,-72.844083,27816,,,,,,2019-08-28T00:00:00Z,28,8,2019,2435246,2435246,HUMAN_OBSERVATION,iNaturalist,Observations,32079405,,,2019-09-03T23:15:29Z,CC_BY_NC_4_0,jjchiong,jjchiong,,,2019-10-01T07:58:17.012Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,9,348435,348139,226446,273721,275972,326602,,,,,,
26,2397678549,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/32000590,Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,Lynx rufus,,SPECIES,"Lynx rufus (Schreber, 1777)",Lynx rufus,,US,,Connecticut,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.222117,-72.629712,27816,,,,,,2019-09-02T11:13:37Z,2,9,2019,2435246,2435246,HUMAN_OBSERVATION,iNaturalist,Observations,32000590,,,2019-09-02T18:40:37Z,CC_BY_NC_4_0,peteoman79,peteoman79,,,2019-10-01T07:58:07.960Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,5,435618,434497,308682,357764,360015,412960,,,,,,
27,2397676548,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/31989563,Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,Lynx rufus,,SPECIES,"Lynx rufus (Schreber, 1777)",Lynx rufus,,US,,Connecticut,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.749487,-72.880629,27754,,,,,,2019-09-02T08:43:11Z,2,9,2019,2435246,2435246,HUMAN_OBSERVATION,iNaturalist,Observations,31989563,,,2019-09-02T16:03:05Z,CC_BY_NC_4_0,samandmariah,samandmariah,,,2019-10-01T07:58:07.229Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,9,238263,237981,117401,167915,163499,210799,,,117401,167915,,163499
28,2397642313,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/31826150,Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,Lynx rufus,,SPECIES,"Lynx rufus (Schreber, 1777)",Lynx rufus,,US,,Connecticut,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.523689,-72.690199,27785,,,,,,2019-08-30T16:15:58Z,30,8,2019,2435246,2435246,HUMAN_OBSERVATION,iNaturalist,Observations,31826150,,,2019-08-31T02:20:31Z,CC_BY_NC_4_0,Julie Tomaschko Sobieski,Julie Tomaschko Sobieski,,,2019-10-01T07:57:52.345Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,330992,330710,205140,255394,256228,304701,,,,,,
29,2397622502,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/31752352,Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,Lynx rufus,,SPECIES,"Lynx rufus (Schreber, 1777)",Lynx rufus,,US,,Connecticut,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.58052,-72.779844,27785,,,,,,2019-08-25T18:27:31Z,25,8,2019,2435246,2435246,HUMAN_OBSERVATION,iNaturalist,Observations,31752352,,,2019-08-29T21:32:08Z,CC_BY_NC_4_0,aamandaamber,aamandaamber,,,2019-10-01T07:57:45.458Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,300404,300121,174552,224805,225639,274113,,,174552,,,
30,2397609565,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/31701808,Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,Lynx rufus,,SPECIES,"Lynx rufus (Schreber, 1777)",Lynx rufus,,US,,Connecticut,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.723171,-72.703569,27754,,,,,,2019-04-08T17:00:13Z,8,4,2019,2435246,2435246,HUMAN_OBSERVATION,iNaturalist,Observations,31701808,,,2019-08-29T00:36:14Z,CC_BY_NC_4_0,timant,timant,,,2019-10-01T07:57:42.552Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,2,328026,327669,201878,253455,251321,300487,,,,,,
31,2397597665,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/31639385,Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,Lynx rufus,,SPECIES,"Lynx rufus (Schreber, 1777)",Lynx rufus,,US,,Connecticut,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.698952,-72.78218,27754,,,,,,2019-08-27T07:13:06Z,27,8,2019,2435246,2435246,HUMAN_OBSERVATION,iNaturalist,Observations,31639385,,,2019-08-27T22:50:46Z,CC_BY_NC_4_0,dmccullough,dmccullough,,,2019-10-01T07:57:36.139Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,276359,276076,150976,202404,200271,248895,,,150976,,,
32,2397595450,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/31634777,Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,Lynx rufus,,SPECIES,"Lynx rufus (Schreber, 1777)",Lynx rufus,,US,,Connecticut,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.236625,-72.669483,27816,,,,,,2019-08-26T20:00:24Z,26,8,2019,2435246,2435246,HUMAN_OBSERVATION,iNaturalist,Observations,31634777,,,2019-08-27T21:17:16Z,CC_BY_NC_4_0,smcapatrick,smcapatrick,,,2019-10-01T07:57:36.530Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,5,403748,402566,276751,325832,328084,381029,,,,,,
33,2397595368,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/31677142,Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,Lynx rufus,,SPECIES,"Lynx rufus (Schreber, 1777)",Lynx rufus,,US,,Connecticut,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.623353,-72.596115,27754,,,,,,2019-08-28T10:30:00Z,28,8,2019,2435246,2435246,HUMAN_OBSERVATION,iNaturalist,Observations,31677142,,,2019-08-28T16:49:43Z,CC_BY_NC_4_0,udanigal,udanigal,,,2019-10-01T07:57:38.997Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,6,331480,331586,201375,252159,252993,305463,,,,,,
34,2397593318,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/31668568,Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,Lynx rufus,,SPECIES,"Lynx rufus (Schreber, 1777)",Lynx rufus,,US,,Connecticut,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.456627,-73.038708,27785,,,,,,2019-08-28T06:40:51Z,28,8,2019,2435246,2435246,HUMAN_OBSERVATION,iNaturalist,Observations,31668568,,,2019-08-28T14:10:15Z,CC_BY_NC_4_0,bb623,bb623,,,2019-10-01T07:57:38.747Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,274538,274410,160167,207442,209693,252873,,,160167,,,
35,2397592282,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/31628385,Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,Lynx rufus,,SPECIES,"Lynx rufus (Schreber, 1777)",Lynx rufus,,US,,Connecticut,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.661432,-72.977016,27754,,,,,,2019-08-27T11:31:38Z,27,8,2019,2435246,2435246,HUMAN_OBSERVATION,iNaturalist,Observations,31628385,,,2019-08-27T19:22:43Z,CC_BY_NC_4_0,rollingrock,rollingrock,,,2019-10-01T07:57:34.577Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,241327,241032,118764,167795,167625,214822,,,118764,167795,,167625
