OBJECTID,CID,Nat_resistance_2011,Nat_2c_default_corridors,Nat_3c_default_corridors,GP_Nat_node_corridors,GP_Nat_bar_corridors,node_close_corridors,GP_bar_close_corridors,Nat_2c_default_corridors_truncated_at_200k,Nat_3c_default_corridors_truncated_at_200k,GP_Nat_node_corridors_truncated_at_200k,GP_Nat_bar_corridors_truncated_at_200k,GP_bar_close_corridors_truncated_at_200k,node_close_corridors_truncated_at_200k
16,1,7,205109,130181,106418,143422,154998,208299,,130181,106418,143422,,154998
17,1,1,15409,670,2875,9970,670,10370,15409,670,2875,9970,10370,670
18,1,1,81281,74200,16089,24563,34553,110535,81281,74200,16089,24563,110535,34553
19,1,1,105155,80850,23266,32790,47448,123586,105155,80850,23266,32790,123586,47448
20,1,1,63334,61389,706,5393,16308,80271,63334,61389,706,5393,80271,16308
21,1,1,40871,20920,5536,10716,566,40631,40871,20920,5536,10716,40631,566
22,1,1,151238,89773,50564,97118,106699,159828,151238,89773,50564,97118,159828,106699
23,1,5,73237,14465,5762,34341,17789,54397,73237,14465,5762,34341,54397,17789
24,1,1,73202,10137,1264,35486,23068,74054,73202,10137,1264,35486,74054,23068
25,1,1,1937,1937,1937,4558,1200,1937,1937,1937,1937,4558,1937,1200
26,1,1,90743,41539,1826,40779,44787,102102,90743,41539,1826,40779,102102,44787
27,1,1,254713,191399,136953,175698,185352,262966,,191399,136953,175698,,185352
28,1,1,116666,19431,26239,69581,58058,98194,116666,19431,26239,69581,98194,58058
29,1,7,196775,192748,82990,129941,129367,220739,196775,192748,82990,129941,,129367
30,1,1,196422,189640,85091,135145,131257,223027,196422,189640,85091,135145,,131257
31,1,1,55309,48228,1913,2787,12820,77279,55309,48228,1913,2787,77279,12820
32,1,5,157117,97799,54916,98965,111210,165370,157117,97799,54916,98965,165370,111210
33,1,1,24288,22259,1915,4958,441,11872,24288,22259,1915,4958,11872,441
34,1,1,246053,143464,133542,188619,189090,244799,,143464,133542,188619,,189090
35,1,7,221480,148010,119988,159520,172911,226128,,148010,119988,159520,,172911
36,1,1,178313,69190,64695,119369,121166,173719,178313,69190,64695,119369,173719,121166
37,1,1,24754,12237,522,4703,0,13201,24754,12237,522,4703,13201,0
38,1,3,42654,19352,8829,18496,3777,17299,42654,19352,8829,18496,17299,3777
39,1,1,17304,13545,3237,3236,1000,5672,17304,13545,3237,3236,5672,1000
40,1,3,45038,18854,7731,18029,3827,15658,45038,18854,7731,18029,15658,3827
41,1,7,281571,199500,179644,219898,233453,286581,,199500,179644,,,
42,1,5,106039,21874,16369,59397,48300,95191,106039,21874,16369,59397,95191,48300
43,1,7,252658,189298,135779,174524,184576,260912,,189298,135779,174524,,184576
44,1,1,228854,192132,119274,157232,150310,248094,,192132,119274,157232,,150310
45,1,4,229183,222549,119588,169205,166160,255937,,,119588,169205,,166160
46,1,1,86793,34427,720,42402,44258,98642,86793,34427,720,42402,98642,44258
47,1,1,48447,12012,6358,16100,804,39347,48447,12012,6358,16100,39347,804
48,1,5,175356,48116,51262,102875,117691,168771,175356,48116,51262,102875,168771,117691
49,1,4,181377,107998,82771,124196,130549,185199,181377,107998,82771,124196,185199,130549
50,1,1,174193,84671,71147,122220,121866,176612,174193,84671,71147,122220,176612,121866
51,1,8,188269,83216,74899,129977,131608,186887,188269,83216,74899,129977,186887,131608
52,1,5,213937,155649,95812,134658,147346,222264,,155649,95812,134658,,147346
53,1,1,123123,93988,31139,50931,60601,141443,123123,93988,31139,50931,141443,60601
54,1,1,61750,38155,199,11300,13728,80556,61750,38155,199,11300,80556,13728
55,1,1,263202,151384,141462,196539,206257,261966,,151384,141462,196539,,
56,1,1,171071,164822,59611,106232,105777,196389,171071,164822,59611,106232,196389,105777
57,1,3,91473,13904,8286,46303,33581,72603,91473,13904,8286,46303,72603,33581
58,1,1,155033,46754,47499,101478,97492,149441,155033,46754,47499,101478,149441,97492
59,1,1,206077,138503,103876,142982,159656,212323,,138503,103876,142982,,159656
60,1,1,37979,19732,5257,10697,224,35152,37979,19732,5257,10697,35152,224
61,1,1,320634,216445,204458,253442,262788,318429,,,,,,
62,1,1,134467,46796,34529,85454,80205,133900,134467,46796,34529,85454,133900,80205
63,1,1,107316,28218,17882,63293,52333,103354,107316,28218,17882,63293,103354,52333
64,1,1,872,872,872,3494,872,872,872,872,872,3494,872,872
65,1,1,245955,239173,125475,184679,176624,272560,,,125475,184679,,176624
66,1,6,205992,101398,91476,146553,149625,205334,,101398,91476,146553,,149625
67,1,1,88562,16673,5216,45246,33275,84261,88562,16673,5216,45246,84261,33275
68,1,9,284664,217249,180553,217631,233338,291068,,,180553,,,
69,1,1,39991,9951,6389,15253,3133,14459,39991,9951,6389,15253,14459,3133
70,1,6,98449,19407,13818,51807,39595,75101,98449,19407,13818,51807,75101,39595
71,1,1,60662,53581,5665,8141,17792,87762,60662,53581,5665,8141,87762,17792
72,1,6,236730,154680,138523,175217,186619,239920,,154680,138523,175217,,186619
73,1,1,225226,184689,117936,152967,149717,243021,,184689,117936,152967,,149717
74,1,1,48581,39980,809,2435,6097,62206,48581,39980,809,2435,62206,6097
75,1,1,215039,208405,110225,155061,157452,241793,,,110225,155061,,157452
76,1,20,295261,196031,184044,233028,241076,296418,,196031,184044,,,
77,1,1,52770,26112,954,12540,3341,61854,52770,26112,954,12540,61854,3341
78,1,1,306710,212116,200129,246032,253369,308046,,,,,,
79,1,1,137988,47044,37420,88953,83704,137399,137988,47044,37420,88953,137399,83704
80,1,1,58114,40054,292,7769,12056,77659,58114,40054,292,7769,77659,12056
81,1,9,218897,105710,96934,152011,162236,217069,,105710,96934,152011,,162236
82,1,5,29293,7315,5380,14971,2629,16104,29293,7315,5380,14971,16104,2629
83,1,7,253549,171648,153918,192323,202842,257026,,171648,153918,192323,,
84,1,6,211247,80748,78711,133385,152705,206522,,80748,78711,133385,,152705
85,1,1,144157,118487,48166,73015,75034,163560,144157,118487,48166,73015,163560,75034
86,1,1,202194,99759,89837,144914,145230,200939,,99759,89837,144914,,145230
87,1,1,42209,15610,5016,11478,75,23377,42209,15610,5016,11478,23377,75
88,1,1,85274,10402,4324,40986,27382,63999,85274,10402,4324,40986,63999,27382
89,1,1,167766,108448,65565,108521,121860,176020,167766,108448,65565,108521,176020,121860
90,1,4,222028,101436,96941,151615,164881,217433,,101436,96941,151615,,164881
91,1,1,161469,69502,56443,108252,107042,161788,161469,69502,56443,108252,161788,107042
92,1,1,125139,101728,36345,53138,59644,143683,125139,101728,36345,53138,143683,59644
93,1,1,73571,17565,832,37222,28859,83663,73571,17565,832,37222,83663,28859
94,1,1,202186,179686,96496,138063,132701,228922,,179686,96496,138063,,132701
95,1,1,273986,206571,167401,204297,216328,280390,,,167401,,,
96,1,1,54268,17322,7177,17313,5121,18205,54268,17322,7177,17313,18205,5121
97,1,1,256097,168245,152460,197003,203089,257767,,168245,152460,197003,,
98,1,8,21947,4434,2598,12189,2598,12798,21947,4434,2598,12189,12798,2598
99,1,1,77045,68165,12336,16603,25725,104288,77045,68165,12336,16603,104288,25725
100,1,1,224909,183767,117014,152651,149466,242705,,183767,117014,152651,,149466
101,1,6,161967,141200,59475,96590,92128,186858,161967,141200,59475,96590,186858,92128
102,1,1,302605,215776,202114,237982,251537,304666,,,,,,
103,1,1,219588,106685,97859,152936,162926,218205,,106685,97859,152936,,162926
104,1,1,201871,113944,97883,144444,148558,203418,,113944,97883,144444,,148558
105,1,3,166838,37402,43714,92200,108385,159329,166838,37402,43714,92200,159329,108385
106,1,8,16715,4686,2763,6787,1686,6727,16715,4686,2763,6787,6727,1686
107,1,6,180030,67202,63951,118625,122490,174439,180030,67202,63951,118625,174439,122490
108,1,6,232376,188870,122117,158730,156718,248784,,188870,122117,158730,,156718
109,1,1,219946,194627,112965,155230,148418,246089,,194627,112965,155230,,148418
110,1,1,48490,17770,6561,14039,2561,14488,48490,17770,6561,14039,14488,2561
111,1,1,134592,22908,31096,77325,76927,126577,134592,22908,31096,77325,126577,76927
112,1,7,38749,20556,9583,18835,6573,18887,38749,20556,9583,18835,18887,6573
113,1,6,223299,131365,117934,167805,170279,225106,,131365,117934,167805,,170279
114,1,2,79459,8444,5673,35837,19285,47839,79459,8444,5673,35837,47839,19285
115,1,6,63448,14540,7826,32039,15488,48700,63448,14540,7826,32039,48700,15488
116,1,1,116824,17544,25703,69044,59290,109024,116824,17544,25703,69044,109024,59290
117,1,20,295261,196031,184044,233028,241076,296418,,196031,184044,,,
118,1,2,236393,120381,111377,166454,179964,235243,,120381,111377,166454,,179964
119,1,1,314615,223976,211989,256829,262916,317593,,,,,,
120,1,1,260566,157977,148055,201791,203603,259312,,157977,148055,,,
121,1,1,21113,21113,1546,4670,711,8696,21113,21113,1546,4670,8696,711
122,1,8,206816,109548,98604,150413,150315,206024,,109548,98604,150413,,150315
123,1,1,28675,15444,4324,8263,53,7722,28675,15444,4324,8263,7722,53
124,1,1,199502,123375,102038,141218,149392,202692,199502,123375,102038,141218,,149392
125,1,1,126447,120009,39453,65743,71996,152475,126447,120009,39453,65743,152475,71996
126,1,3,126477,119272,38417,68711,72030,155731,126477,119272,38417,68711,155731,72030
127,1,1,101339,51588,8220,49244,53181,111569,101339,51588,8220,49244,111569,53181
128,1,8,64241,11795,5179,29760,14456,63328,64241,11795,5179,29760,63328,14456
129,1,1,19190,1573,1121,10712,1121,11493,19190,1573,1121,10712,11493,1121
130,1,1,71200,14620,1585,24223,10185,28945,71200,14620,1585,24223,28945,10185
131,1,1,19269,6382,1916,6594,1772,6910,19269,6382,1916,6594,6910,1772
132,1,1,122455,101686,33152,52205,58067,143091,122455,101686,33152,52205,143091,58067
133,1,1,321979,225531,213544,261302,268638,323316,,,,,,
134,1,7,241531,118452,109626,164703,184870,239728,,118452,109626,164703,,184870
135,1,8,213240,185843,104181,146644,139634,237502,,185843,104181,146644,,139634
136,1,1,97723,19566,10938,54407,42560,93546,97723,19566,10938,54407,93546,42560
137,1,1,187133,145530,80394,114406,115180,203959,187133,145530,80394,114406,,115180
138,1,1,58985,58259,1155,2718,13136,72493,58985,58259,1155,2718,72493,13136
139,1,1,121556,22336,30523,74371,64021,115793,121556,22336,30523,74371,115793,64021
140,1,1,50932,11991,9237,19332,3977,55539,50932,11991,9237,19332,55539,3977
141,1,1,215524,123580,110158,160030,162504,217330,,123580,110158,160030,,162504
142,1,5,135494,31638,34749,84950,77953,129903,135494,31638,34749,84950,129903,77953
143,1,1,225517,122928,113006,168083,168554,224263,,122928,113006,168083,,168554
144,1,1,0,0,0,2621,0,0,0,0,0,2621,0,0
145,1,1,26161,12930,1935,6899,255,6169,26161,12930,1935,6899,6169,255
146,1,8,233422,101132,101043,155717,174756,227374,,101132,101043,155717,,174756
147,1,2,25903,12672,1677,6640,895,6314,25903,12672,1677,6640,6314,895
148,1,1,219583,161295,100828,139573,152125,227479,,161295,100828,139573,,152125
149,1,3,42419,16720,5968,13520,1027,22254,42419,16720,5968,13520,22254,1027
150,1,1,226009,95259,90879,145553,167217,221033,,95259,90879,145553,,167217
151,1,1,14941,307,3183,10264,307,10664,14941,307,3183,10264,10664,307
152,1,1,188640,129322,81626,120553,134411,196894,188640,129322,81626,120553,196894,134411
153,1,4,80561,9546,6775,36938,20387,48941,80561,9546,6775,36938,48941,20387
154,1,3,87739,45298,3873,35770,37048,100512,87739,45298,3873,35770,100512,37048
155,1,7,119987,22931,29690,73031,62453,114225,119987,22931,29690,73031,114225,62453
156,1,1,141161,87243,38083,75747,88029,151465,141161,87243,38083,75747,151465,88029
157,1,1,131678,56769,32627,80886,80844,135704,131678,56769,32627,80886,135704,80844
158,1,8,217376,143110,117024,155833,168011,221228,,143110,117024,155833,,168011
159,1,1,96070,16828,10908,49428,37216,72660,96070,16828,10908,49428,72660,37216
160,1,1,128138,33835,31981,80979,70598,122547,128138,33835,31981,80979,122547,70598
161,1,4,227424,162677,116463,155390,169248,235677,,162677,116463,155390,,169248
162,1,5,99626,56813,11795,43281,46910,113082,99626,56813,11795,43281,113082,46910
163,1,6,228166,115177,106317,161394,171737,227016,,115177,106317,161394,,171737
164,1,7,213466,83482,81061,135735,155440,209257,,83482,81061,135735,,155440
165,1,4,134163,38313,35060,86466,76622,128572,134163,38313,35060,86466,128572,76622
166,1,5,153774,61360,49518,101327,99491,153807,153774,61360,49518,101327,153807,99491
167,1,1,4861,4861,487,5030,565,5895,4861,4861,487,5030,5895,565
168,1,5,95199,16157,10567,48557,36344,73933,95199,16157,10567,48557,73933,36344
169,1,1,101440,55162,9809,48075,49847,113720,101440,55162,9809,48075,113720,49847
170,1,1,97390,90952,20219,36202,48445,123418,97390,90952,20219,36202,123418,48445
171,1,8,135051,22654,30841,77451,77470,122515,135051,22654,30841,77451,122515,77470
172,1,4,189374,130056,86363,125290,139148,197628,189374,130056,86363,125290,197628,139148
173,1,1,53946,14220,8272,19501,5462,23959,53946,14220,8272,19501,23959,5462
174,1,1,218535,126600,113169,163041,165515,220341,,126600,113169,163041,,165515
175,1,1,36243,11632,6332,15630,890,14258,36243,11632,6332,15630,14258,890
176,1,1,89830,67745,12668,21634,32392,109001,89830,67745,12668,21634,109001,32392
177,1,1,208260,141227,104521,141981,157305,215046,,141227,104521,141981,,157305
178,1,1,254725,196198,136257,175144,181847,264647,,196198,136257,175144,,181847
179,1,7,233259,123685,113763,168840,176433,232142,,123685,113763,168840,,176433
180,1,1,83230,76075,16763,26388,34625,112409,83230,76075,16763,26388,112409,34625
181,1,1,143124,49076,39452,91069,87211,141869,143124,49076,39452,91069,141869,87211
182,1,7,245042,153107,139676,189548,192022,246848,,153107,139676,189548,,192022
183,1,1,11240,10703,2432,3398,357,4264,11240,10703,2432,3398,4264,357
184,1,1,100456,20020,11510,54688,43693,94309,100456,20020,11510,54688,94309,43693
185,1,5,77367,15706,7245,36943,20567,57174,77367,15706,7245,36943,57174,20567
186,1,1,78041,65582,11234,16875,25549,101907,78041,65582,11234,16875,101907,25549
187,1,1,322067,219747,207760,256744,266090,321731,,,,,,
188,1,3,64351,13099,2848,19243,5205,23315,64351,13099,2848,19243,23315,5205
189,1,1,5069,4531,149,811,149,2391,5069,4531,149,811,2391,149
190,1,1,33734,15491,7414,16666,4404,16718,33734,15491,7414,16666,16718,4404
191,1,5,55921,16422,9118,21912,7874,33316,55921,16422,9118,21912,33316,7874
192,1,1,40279,10239,5880,14744,2624,14621,40279,10239,5880,14744,14621,2624
193,1,1,128715,22550,30737,75806,71051,121602,128715,22550,30737,75806,121602,71051
194,1,8,130528,40564,30658,82064,75424,127796,130528,40564,30658,82064,127796,75424
195,1,1,272402,204987,159331,196227,208258,278807,,,159331,196227,,
196,1,1,62457,28267,96,16648,13239,75598,62457,28267,96,16648,75598,13239
197,1,1,256270,241324,144107,195754,192916,283639,,,144107,195754,,192916
198,1,1,268074,254155,138468,206797,190208,294679,,,138468,,,190208
199,1,1,83957,12068,5991,41084,27480,70476,83957,12068,5991,41084,70476,27480
200,1,7,6237,5919,2086,6384,934,5735,6237,5919,2086,6384,5735,934
201,1,7,135666,95317,33905,64670,74360,151872,135666,95317,33905,64670,151872,74360
202,1,7,4824,4314,593,593,593,2173,4824,4314,593,593,2173,593
203,1,1,47301,40220,621,373,5996,61264,47301,40220,621,373,61264,5996
204,1,7,61367,14862,7835,29959,13407,45025,61367,14862,7835,29959,45025,13407
205,1,1,109489,103051,28562,48689,58939,135517,109489,103051,28562,48689,135517,58939
206,1,1,45044,14362,5633,13793,2315,13962,45044,14362,5633,13793,13962,2315
207,1,1,253324,185909,142541,179619,195325,259729,,185909,142541,179619,,195325
208,1,5,57400,14896,6784,22677,8639,34081,57400,14896,6784,22677,34081,8639
209,1,3,127856,122599,38397,62699,71501,152481,127856,122599,38397,62699,152481,71501
210,1,6,228835,115847,106377,161455,172406,227685,,115847,106377,161455,,172406
211,1,1,177349,80179,68269,120078,119980,175689,177349,80179,68269,120078,175689,119980
212,1,1,139060,26579,34439,81376,81395,131582,139060,26579,34439,81376,131582,81395
213,1,9,41429,21031,11030,21370,8691,21196,41429,21031,11030,21370,21196,8691
214,1,2,155753,39835,45418,94633,98088,148687,155753,39835,45418,94633,148687,98088
215,1,1,126260,66941,25701,73696,81782,134911,126260,66941,25701,73696,134911,81782
216,1,1,119120,59342,19148,67143,74135,128358,119120,59342,19148,67143,128358,74135
217,1,1,27811,15331,2762,6578,255,16880,27811,15331,2762,6578,16880,255
218,1,1,166080,36431,43243,91229,107415,153654,166080,36431,43243,91229,153654,107415
219,1,7,205560,114169,100737,150609,152978,207804,,114169,100737,150609,,152978
220,1,7,13373,773,3617,8573,773,8973,13373,773,3617,8573,8973,773
221,1,1,214984,123049,109618,159490,161964,216790,,123049,109618,159490,,161964
222,1,3,38412,17403,6346,15512,2654,16578,38412,17403,6346,15512,16578,2654
223,1,8,235320,122099,112177,167254,178481,234190,,122099,112177,167254,,178481
224,1,1,216924,181558,108433,146689,139468,237234,,181558,108433,146689,,139468
225,1,1,104417,20251,14392,57569,46677,92498,104417,20251,14392,57569,92498,46677
226,1,5,184815,67395,66874,121549,127275,179224,184815,67395,66874,121549,179224,127275
227,1,4,205069,174782,98074,135121,129109,225666,,174782,98074,135121,,129109
228,1,1,1363,1363,1363,3984,1363,1363,1363,1363,1363,3984,1363,1363
229,1,1,183502,175441,87673,124999,126141,212107,183502,175441,87673,124999,,126141
230,1,1,274939,207524,170144,207222,222701,281344,,,170144,,,
231,1,1,142569,95068,36847,69841,80779,154041,142569,95068,36847,69841,154041,80779
232,1,1,13241,7734,3672,1463,891,3049,13241,7734,3672,1463,3049,891
233,1,7,169189,162406,72608,109062,112799,195794,169189,162406,72608,109062,195794,112799
234,1,7,254499,166408,150788,195330,201416,256094,,166408,150788,195330,,
235,1,6,220260,182486,110871,148079,141308,238633,,182486,110871,148079,,141308
236,1,1,4427,4427,180,4595,258,5461,4427,4427,180,4595,5461,258
237,1,7,79260,35472,615,31071,31379,91396,79260,35472,615,31071,91396,31379
238,1,1,51518,35868,1264,7545,5495,64467,51518,35868,1264,7545,64467,5495
239,1,7,27624,7063,5020,14611,3380,15744,27624,7063,5020,14611,15744,3380
240,1,1,25956,12725,1730,6693,1938,7319,25956,12725,1730,6693,7319,1938
241,1,1,251430,188253,130193,169081,178437,257629,,188253,130193,169081,,178437
242,1,1,125384,18810,26998,72066,67719,117659,125384,18810,26998,72066,117659,67719
243,1,1,175348,175221,67301,109601,112097,154505,175348,175221,67301,109601,154505,112097
244,1,1,93273,93273,17832,48955,47118,88151,93273,93273,17832,48955,88151,47118
245,1,8,223072,224143,100916,158935,147160,194654,,,100916,158935,194654,147160
246,1,8,66798,66669,13120,27727,24236,70076,66798,66669,13120,27727,70076,24236
247,1,7,103836,103553,19777,66978,46544,69100,103836,103553,19777,66978,69100,46544
248,1,9,317426,318498,195271,252565,241514,289009,,,195271,,,
249,1,1,141529,141613,30660,85730,68051,107210,141529,141613,30660,85730,107210,68051
250,1,1,220745,220617,110455,156230,157494,199080,,,110455,156230,199080,157494
251,1,8,322603,323675,200448,258466,246691,294186,,,,,,
252,1,1,175187,175060,67140,110231,111936,154344,175187,175060,67140,110231,154344,111936
253,1,9,269768,270817,141562,201099,189324,240241,,,141562,,,189324
254,1,12,365319,365319,253659,289587,304409,353108,,,,,,
255,1,1,41256,41256,75,22272,4689,19176,41256,41256,75,22272,19176,4689
256,1,1,149565,149838,37743,92719,76464,114180,149565,149838,37743,92719,114180,76464
257,1,1,110841,110718,20958,43441,66536,123550,110841,110718,20958,43441,123550,66536
258,1,9,295689,296007,180142,227336,235546,310660,,,180142,,,
259,1,5,565228,564490,457979,484948,501106,551501,,,,,,
260,1,1,119565,119671,23735,72556,54150,85268,119565,119671,23735,72556,85268,54150
261,1,1,318062,317845,200471,240771,258316,309534,,,,,,
262,1,5,602012,601083,475268,524350,526601,579546,,,,,,
263,1,3,71151,71151,3538,40784,25235,50622,71151,71151,3538,40784,50622,25235
264,1,1,25890,25890,1531,14913,3110,9907,25890,25890,1531,14913,9907,3110
265,1,2,78858,79035,3922,48786,29117,44846,78858,79035,3922,48786,44846,29117
266,1,3,54472,54472,10911,34919,14525,27209,54472,54472,10911,34919,27209,14525
267,1,5,408020,406900,281085,330166,332418,385362,,,,,,
268,1,5,568406,568124,442309,487884,493642,547408,,,,,,
269,1,9,287938,288988,159732,219269,207494,258411,,,159732,,,
270,1,1,359430,359148,229422,279034,281042,333139,,,,,,
271,1,1,81122,80995,3199,48063,28428,46806,81122,80995,3199,48063,46806,28428
272,1,1,264183,264056,150516,196989,199554,242518,,,150516,196989,,199554
273,1,1,227748,228159,105443,162953,151781,198670,,,105443,162953,198670,151781
274,1,2,93050,92926,8444,37032,50051,93603,93050,92926,8444,37032,93603,50051
275,1,1,137885,137758,32163,82215,74634,115093,137885,137758,32163,82215,115093,74634
276,1,7,103281,103261,11865,59810,41747,70168,103281,103261,11865,59810,70168,41747
277,1,9,211144,211357,89556,147624,134374,179714,,,89556,147624,179714,134374
278,1,2,181074,181074,54428,113986,98134,148711,181074,181074,54428,113986,148711,98134
279,1,1,116159,116281,17771,68649,54767,86153,116159,116281,17771,68649,86153,54767
280,1,1,130728,130833,25418,78264,61376,96430,130728,130833,25418,78264,96430,61376
281,1,7,98364,98081,14566,61767,41333,63889,98364,98081,14566,61767,63889,41333
282,1,1,30869,30696,1559,21983,1589,10556,30869,30696,1559,21983,10556,1589
283,1,8,254781,255853,132626,190644,178869,226364,,,132626,190644,,178869
284,1,6,310454,310698,205850,239270,247626,293958,,,,,,
285,1,1,144902,144830,29916,82644,64237,109698,144902,144830,29916,82644,109698,64237
286,1,1,16988,16988,6424,15838,11761,9287,16988,16988,6424,15838,9287,11761
287,1,9,210331,210582,86089,143278,127022,174925,,,86089,143278,174925,127022
288,1,7,254373,254100,132422,180683,181932,229797,,,132422,180683,,181932
289,1,1,55939,55939,4316,39596,15991,28004,55939,55939,4316,39596,28004,15991
290,1,8,207449,207750,85020,143088,130766,176426,,,85020,143088,176426,130766
291,1,7,160582,160287,51065,105877,95427,133155,160582,160287,51065,105877,133155,95427
292,1,1,117600,117705,23710,72532,54125,83302,117600,117705,23710,72532,83302,54125
293,1,16,301068,301289,186738,232618,242142,312482,,,186738,,,
294,1,1,226597,226302,105293,154789,154135,200093,,,105293,154789,,154135
295,1,1,85699,85497,2431,47649,29535,57461,85699,85497,2431,47649,57461,29535
296,1,1,209804,209680,98347,140530,155352,210682,,,98347,140530,,155352
297,1,9,161268,161141,53466,99453,98017,138853,161268,161141,53466,99453,138853,98017
298,1,1,64357,63824,2620,41611,18007,33736,64357,63824,2620,41611,33736,18007
299,1,5,557725,556543,430728,479809,482061,535006,,,,,,
300,1,8,288221,289166,148422,211681,199906,259495,,,148422,,,199906
301,1,3,281436,281837,167287,213167,222691,293030,,,167287,,,
302,1,1,136762,136575,36389,89178,74141,104932,136762,136575,36389,89178,104932,74141
303,1,9,279264,279485,164934,210814,220338,290678,,,164934,,,
304,1,1,98264,98235,8338,54793,36721,62926,98264,98235,8338,54793,62926,36721
305,1,1,120178,120159,22732,73492,58645,89608,120178,120159,22732,73492,89608,58645
306,1,16,255451,255169,132536,182820,180686,227987,,,132536,182820,,180686
307,1,9,244630,244711,120652,179626,164590,213067,,,120652,179626,,164590
308,1,1,8244,8244,3695,8614,4182,5020,8244,8244,3695,8614,5020,4182
309,1,1,289591,289812,175261,221141,230665,301005,,,175261,,,
310,1,7,280572,280444,162917,210192,212443,258907,,,162917,,,
311,1,3,60555,60431,1853,28543,18867,53023,60555,60431,1853,28543,53023,18867
312,1,1,200077,199795,80957,134834,125807,171703,,199795,80957,134834,171703,125807
313,1,7,64766,65070,6335,39579,21349,41611,64766,65070,6335,39579,41611,21349
314,1,1,180278,180636,61292,117322,105547,150413,180278,180636,61292,117322,150413,105547
315,1,1,148174,148395,44817,76633,89270,163483,148174,148395,44817,76633,163483,89270
316,1,1,161577,161922,51279,106960,95185,132433,161577,161922,51279,106960,132433,95185
317,1,1,209827,210243,104240,140468,147119,193150,,,104240,140468,193150,147119
318,1,1,158864,158891,40787,95732,77325,125578,158864,158891,40787,95732,125578,77325
319,1,5,482945,483562,378714,411064,420489,466821,,,,,,
320,1,1,67717,67717,3799,41402,17798,33527,67717,67717,3799,41402,33527,17798
321,1,1,91070,90945,6587,52174,34059,55287,91070,90945,6587,52174,55287,34059
322,1,1,102692,102400,17977,63569,45454,66742,102692,102400,17977,63569,66742,45454
323,1,7,309287,309287,196406,234368,249758,299842,,,196406,,,
324,1,4,189555,189807,66381,123570,107315,154149,189555,189807,66381,123570,154149,107315
325,1,1,98456,98456,13498,56978,48454,89170,98456,98456,13498,56978,89170,48454
326,1,1,176552,176431,57883,114726,101184,144787,176552,176431,57883,114726,144787,101184
327,1,1,245683,245401,122182,172569,169137,218072,,,122182,172569,,169137
328,1,2,21745,21745,2726,12140,2204,6089,21745,21745,2726,12140,6089,2204
329,1,1,270696,270572,150726,197628,216451,271781,,,150726,197628,,
330,1,6,14356,14356,2724,9785,3877,4460,14356,14356,2724,9785,4460,3877
331,1,1,153635,153507,45833,92193,90384,131727,153635,153507,45833,92193,131727,90384
332,1,8,358409,358515,228304,279088,279922,332506,,,,,,
333,1,5,528591,528463,415990,459270,465029,507748,,,,,,
334,1,1,142548,142555,28360,81116,62709,107220,142548,142555,28360,81116,107220,62709
335,1,7,308136,308380,203532,236952,245307,291640,,,,,,
336,1,4,283278,283278,167904,207999,225544,280850,,,167904,,,
337,1,1,37860,37860,1431,20020,2703,16957,37860,37860,1431,20020,16957,2703
338,1,1,140866,140679,38183,91812,76776,109035,140866,140679,38183,91812,109035,76776
339,1,1,178239,177944,65889,118924,111130,151104,178239,177944,65889,118924,151104,111130
340,1,1,327979,329051,205824,259993,252067,299562,,,,,,
341,1,1,148270,148235,35647,88980,72725,112577,148270,148235,35647,88980,112577,72725
342,1,5,544097,542915,417100,466181,468433,521378,,,,,,
343,1,1,214200,214072,99364,147137,148402,192535,,,99364,147137,192535,148402
344,1,5,480570,479388,353573,402654,404906,457851,,,,,,
345,1,1,258006,257883,142975,187499,204369,266127,,,142975,187499,,
346,1,7,214111,214483,114401,148082,155951,202284,,,114401,148082,,155951
347,1,7,229378,229704,106711,163351,153027,200247,,,106711,163351,,153027
348,1,3,237467,237634,103213,163416,149023,203579,,,103213,163416,,149023
349,1,11,386429,385522,258672,308284,310535,363985,,,,,,
350,1,7,218943,219314,116456,151126,158006,204339,,,116456,151126,,158006
351,1,1,372544,371393,245577,294659,296910,349855,,,,,,
352,1,1,212049,211754,91135,141585,138450,184572,,,91135,141585,184572,138450
353,1,3,105273,105194,13798,61743,43681,72159,105273,105194,13798,61743,72159,43681
354,1,1,3085,3085,2483,5105,962,1800,3085,3085,2483,5105,1800,962
355,1,1,113837,114064,23627,72288,53790,79874,113837,114064,23627,72288,79874,53790
356,1,4,8858,8858,1890,8921,4489,4609,8858,8858,1890,8921,4609,4489
357,1,1,97595,97594,8022,54942,36870,61862,97595,97594,8022,54942,61862,36870
358,1,7,247911,247796,139186,179242,184673,227081,,,139186,179242,,184673
359,1,1,137721,137546,31904,84749,68494,102909,137721,137546,31904,84749,102909,68494
360,1,1,327092,326810,201240,251493,252327,300801,,,,,,
361,1,6,23352,23352,8582,20251,3143,12366,23352,23352,8582,20251,12366,3143
362,1,9,260878,260620,138927,187188,188453,236713,,,138927,187188,,188453
363,1,1,93308,93012,9696,55284,37169,57888,93308,93012,9696,55284,57888,37169
364,1,9,146328,146154,37630,90714,75176,112188,146328,146154,37630,90714,112188,75176
365,1,4,23268,22672,5882,17891,5960,11340,23268,22672,5882,17891,11340,5960
366,1,7,24618,24618,276,10987,3862,7912,24618,24618,276,10987,7912,3862
367,1,8,219748,219531,88905,149243,135832,191325,,,88905,149243,191325,135832
