OBJECTID,gbifID,datasetKey,occurrenceID,kingdom,phylum,class,order_,family,genus,species,infraspecificEpithet,taxonRank,scientificName,verbatimScientificName,verbatimScientificNameAuthorship,countryCode,locality,stateProvince,occurrenceStatus,individualCount,publishingOrgKey,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,eventDate,day,month,year,taxonKey,speciesKey,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,identifiedBy,dateIdentified,license,rightsHolder,recordedBy,typeStatus,establishmentMeans,lastInterpreted,mediaType,issue,Nat_resistance_2011,Nat_2c_default_corridors,Nat_3c_default_corridors,GP_Nat_node_corridors,GP_Nat_bar_corridors,node_close_corridors,GP_bar_close_corridors,Nat_2c_default_corridors_truncated_at_200k,Nat_3c_default_corridors_truncated_at_200k,GP_Nat_node_corridors_truncated_at_200k,GP_Nat_bar_corridors_truncated_at_200k,GP_bar_close_corridors_truncated_at_200k,node_close_corridors_truncated_at_200k
1,2311341958,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/29665904,Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,Lynx rufus,,SPECIES,"Lynx rufus (Schreber, 1777)",Lynx rufus,,US,,Pennsylvania,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.854056,-75.739833,27723,,,,,,2018-11-23T17:04:00Z,23,11,2018,2435246,2435246,HUMAN_OBSERVATION,iNaturalist,Observations,29665904,,,2019-07-27T21:46:05Z,CC_BY_NC_4_0,Nancy,Nancy,,,2019-10-01T07:54:45.982Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,7,178786,87685,73894,125032,126195,180940,178786,87685,73894,125032,180940,126195
2,2294632749,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/29331320,Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,Lynx rufus,,SPECIES,"Lynx rufus (Schreber, 1777)",Lynx rufus,,US,,Pennsylvania,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.721993,-75.981058,27754,,,,,,2019-05-19T17:42:32Z,19,5,2019,2435246,2435246,HUMAN_OBSERVATION,iNaturalist,Observations,29331320,,,2019-07-22T18:31:52Z,CC_BY_NC_4_0,sorciervert,sorciervert,,,2019-10-01T07:54:16.580Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,9,250203,151359,140579,190599,193215,249004,,151359,140579,190599,,193215
3,2273300290,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/27660989,Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,Lynx rufus,,SPECIES,"Lynx rufus (Schreber, 1777)",Lynx rufus,,US,,Pennsylvania,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.832586,-75.895885,27723,,,,,,2018-11-22T12:56:47Z,22,11,2018,2435246,2435246,HUMAN_OBSERVATION,iNaturalist,Observations,27660989,,,2019-06-25T22:35:55Z,CC_BY_NC_4_0,nkwottrich,nkwottrich,,,2019-09-21T00:28:02.102Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,9,214231,117254,105613,157422,157323,213032,,117254,105613,157422,,157323
4,2265849760,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/26704010,Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,Lynx rufus,,SPECIES,"Lynx rufus (Schreber, 1777)",Lynx rufus,,US,,New York,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.236252,-74.395506,3160,,,,,,2019-06-09T10:44:37Z,9,6,2019,2435246,2435246,HUMAN_OBSERVATION,iNaturalist,Observations,26704010,,,2019-06-09T21:21:47Z,CC_BY_NC_4_0,otomops,otomops,,,2019-09-21T00:27:59.036Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,6,255295,240870,127911,195121,179060,282049,,,127911,195121,,179060
5,2242961635,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/25021044,Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,Lynx rufus,,SPECIES,"Lynx rufus (Schreber, 1777)",Lynx rufus,,US,,New York,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,42.040426,-75.023254,72,,,,,,2019-03-11T16:32:18Z,11,3,2019,2435246,2435246,HUMAN_OBSERVATION,iNaturalist,Observations,25021044,,,2019-05-12T20:58:58Z,CC_BY_NC_4_0,joeygiu,joeygiu,,,2019-09-21T00:28:03.633Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,54185,12217,5327,20788,7230,61779,54185,12217,5327,20788,61779,7230
6,2236889680,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/22529844,Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,Lynx rufus,,SPECIES,"Lynx rufus (Schreber, 1777)",Lynx rufus,,US,,New York,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,42.52846,-75.305593,27630,,,,,,2019-04-04T13:59:00Z,4,4,2019,2435246,2435246,HUMAN_OBSERVATION,iNaturalist,Observations,22529844,,,2019-04-15T21:55:19Z,CC_BY_NC_4_0,Michelle Herman,Michelle Herman,,,2019-09-21T00:28:07.257Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,80853,10030,6450,37423,20871,51569,80853,10030,6450,37423,51569,20871
7,1990524460,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/19708041,Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,Lynx rufus,,SPECIES,"Lynx rufus (Schreber, 1777)",Lynx rufus,,US,,New York,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.465402,-73.934719,27785,,,,,,2019-01-18T08:11:18Z,18,1,2019,2435246,2435246,HUMAN_OBSERVATION,iNaturalist,Observations,19708041,,,2019-01-18T13:12:39Z,CC_BY_NC_4_0,jessicajacksonparks,jessicajacksonparks,,,2019-09-21T00:28:02.223Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,3,187490,187366,84091,116982,134370,196500,187490,187366,84091,116982,196500,134370
8,1838397314,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/11141577,Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,Lynx rufus,,SPECIES,"Lynx rufus (Schreber, 1777)",Lynx rufus,,US,,New York,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,42.215431,-74.001614,27661,,,,,,2018-02-24T19:45:00Z,24,2,2018,2435246,2435246,HUMAN_OBSERVATION,iNaturalist,Observations,11141577,,,2018-04-18T23:49:26Z,CC_BY_NC_4_0,mical,mical,,,2019-09-21T00:28:10.818Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,16631,16631,496,9484,3524,3473,16631,16631,496,9484,3473,3524
9,1584415821,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/7170301,Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,Lynx rufus,,SPECIES,"Lynx rufus (Schreber, 1777)",Lynx rufus,,US,,New York,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,42.615699,-73.890867,8,,,,,,2011-08-26T08:04:00Z,26,8,2011,2435246,2435246,HUMAN_OBSERVATION,iNaturalist,Observations,7170301,,,2017-07-23T08:59:37Z,CC_BY_NC_4_0,bobcatdad16,bobcatdad16,,,2019-09-21T00:27:59.224Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,18263,18263,9311,18326,11887,12174,18263,18263,9311,18326,12174,11887
10,,,,,,,,,,,,,1780,Ursus americanus,,US,,New Jersey,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.182362,-74.398639,27847,,,,,,2019-09-01T11:07:32Z,1,9,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,32139834,,,2019-09-05T01:41:20Z,CC_BY_NC_4_0,addyrondack,addyrondack,,,2019-10-01T07:58:31.816Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,257831,242884,128592,197315,179741,285199,,,128592,197315,,179741
11,,,,,,,,,,,,,1780,Ursus americanus,,US,,New York,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,42.2425,-74.722364,22,,,,,,2017-09-09T17:27:48Z,9,9,2017,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,32122914,,,2019-09-04T19:44:14Z,CC_BY_NC_4_0,jmiranda,jmiranda,,,2019-10-01T07:58:28.307Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,32291,17275,5930,10660,0,9290,32291,17275,5930,10660,9290,0
12,,,,,,,,,,,,,1780,Ursus americanus,,US,,New York,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.940131,-74.263399,186,,,,,,2019-08-25T19:04:00Z,25,8,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,31639472,,,2019-08-27T22:52:36Z,CC_BY_NC_4_0,joelcohen44,joelcohen44,,,2019-10-01T07:57:36.704Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,49151,43615,1986,5833,5240,62017,49151,43615,1986,5833,62017,5240
13,,,,,,,,,,,,,1780,Ursus americanus,,US,,New York,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,42.196105,-74.080271,393,,,,,,2019-06-10T09:55:00Z,10,6,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,31530242,,,2019-08-26T04:40:38Z,CC_BY_NC_4_0,currenfrasch,currenfrasch,,,2019-10-01T07:57:27.116Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,15372,15372,305,4638,206,2956,15372,15372,305,4638,2956,206
14,,,,,,,,,,,,,1780,Ursus americanus,,US,,Pennsylvania,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.253778,-74.932896,433,,,,,,2019-07-15T00:00:00Z,15,7,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,29259148,,,2019-07-21T18:25:06Z,CC_BY_NC_4_0,adam_steinberg,adam_steinberg,,,2019-10-01T07:54:08.641Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,222366,185764,112638,151090,143673,241749,,185764,112638,151090,,143673
15,,,,,,,,,,,,,1780,Ursus americanus,,US,,Pennsylvania,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.253778,-74.932896,433,,,,,,2019-07-15T00:00:00Z,15,7,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,29259135,,,2019-07-21T18:24:57Z,CC_BY_NC_4_0,adam_steinberg,adam_steinberg,,,2019-10-01T07:54:09.491Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,222366,185764,112638,151090,143673,241749,,185764,112638,151090,,143673
16,,,,,,,,,,,,,1780,Ursus americanus,,US,,Pennsylvania,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.284154,-75.070696,59,,,,,,2018-05-14T19:38:25Z,14,5,2018,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,29150416,,,2019-07-20T02:05:55Z,CC_BY_NC_4_0,zmhunter23,zmhunter23,,,2019-10-01T07:54:00.109Z,,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,8,225714,181380,114628,151240,149203,241294,,181380,114628,151240,,149203
17,,,,,,,,,,,,,1780,Ursus americanus,,US,,New York,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,42.199131,-74.041072,1607,,,,,,2011-08-16T15:24:00Z,16,8,2011,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,28454844,,,2019-07-08T20:07:09Z,CC_BY_NC_4_0,Christopher Aucoin,Christopher Aucoin,,,2019-09-21T02:13:24.618Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84,1,17443,17443,1206,8076,3380,5027,17443,17443,1206,8076,5027,3380
18,,,,,,,,,,,,,1780,Ursus americanus,,US,,New York,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,42.193422,-74.063192,1607,,,,,,2011-08-17T08:33:00Z,17,8,2011,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,28454843,,,2019-07-08T20:07:09Z,CC_BY_NC_4_0,Christopher Aucoin,Christopher Aucoin,,,2019-09-21T02:13:24.904Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,16127,16127,200,5346,952,3710,16127,16127,200,5346,3710,952
19,,,,,,,,,,,,,1780,Ursus americanus,,US,,New York,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,42.109421,-74.313637,27692,,,,,,2019-07-04T08:43:46Z,4,7,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,28283321,,,2019-07-06T10:44:47Z,CC_BY_NC_4_0,luckywater,luckywater,,,2019-10-01T07:52:38.588Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,27061,22140,2749,2823,0,19029,27061,22140,2749,2823,19029,0
20,,,,,,,,,,,,,1780,Ursus americanus,,US,,New York,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.735088,-74.194257,3807,,,,,,2019-06-21T18:55:18Z,21,6,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,28248401,,,2019-07-05T19:51:39Z,CC_BY_NC_4_0,jwillow,jwillow,,,2019-10-01T07:52:35.213Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,95017,91870,12126,25348,40510,114748,95017,91870,12126,25348,114748,40510
21,,,,,,,,,,,,,1780,Ursus americanus,,US,,New York,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.727378,-74.214263,10,,,,,,2019-06-28T11:55:46Z,28,6,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,27822704,,,2019-06-28T18:24:08Z,CC_BY_NC_4_0,psmac,psmac,,,2019-09-21T02:13:24.615Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,95382,90980,11379,26546,39507,116431,95382,90980,11379,26546,116431,39507
22,,,,,,,,,,,,,1780,Ursus americanus,,US,,New Jersey,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.379812,-74.610486,27816,,,,,,2019-06-24T20:16:53Z,24,6,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,27662267,,,2019-06-25T22:59:39Z,CC_BY_NC_4_0,mbirrer,mbirrer,,,2019-09-21T02:13:25.741Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,8,172054,159709,72699,111155,108903,199422,172054,159709,72699,111155,199422,108903
23,,,,,,,,,,,,,1780,Ursus americanus,,US,,New York,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.773776,-74.14198,5,,,,,,2019-06-10T12:30:18Z,10,6,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,26754993,,,2019-06-10T16:38:31Z,CC_BY_NC_4_0,ctferreri,ctferreri,,,2019-09-21T02:13:25.420Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,7,92662,91531,13552,20195,42227,110043,92662,91531,13552,20195,110043,42227
24,,,,,,,,,,,,,1780,Ursus americanus,,US,,New York,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.77554,-74.986308,75,,,,,,2019-05-27T08:37:34Z,27,5,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,26566058,,,2019-06-07T19:23:34Z,CC_BY_NC_4_0,jeangrimmrobe,jeangrimmrobe,,,2019-09-21T02:13:25.607Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,5,113144,73248,21376,48876,55995,126574,113144,73248,21376,48876,126574,55995
25,,,,,,,,,,,,,1780,Ursus americanus,,US,,Pennsylvania,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.235867,-75.028633,,,,,,,2019-06-06T12:15:22Z,6,6,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,26504600,,,2019-06-06T17:43:45Z,CC_BY_NC_4_0,wolff,wolff,,,2019-09-21T02:13:25.623Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,231302,190853,123934,159043,153913,249097,,190853,123934,159043,,153913
26,,,,,,,,,,,,,1780,Ursus americanus,,US,,Pennsylvania,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.252154,-74.932945,47,,,,,,2019-04-10T12:47:00Z,10,4,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,26503183,,,2019-06-06T17:16:48Z,CC_BY_NC_4_0,adam_steinberg,adam_steinberg,,,2019-09-21T02:13:25.565Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,222726,186124,112998,151450,144033,242109,,186124,112998,151450,,144033
27,,,,,,,,,,,,,1780,Ursus americanus,,US,,New York,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.832438,-74.11235,27723,,,,,,2019-04-25T01:36:42Z,25,4,2019,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,23038425,,,2019-04-25T05:54:01Z,CC_BY_NC_4_0,Mira,Mira,,,2019-09-21T02:13:25.567Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,76158,75401,2362,10989,28716,91675,76158,75401,2362,10989,91675,28716
28,,,,,,,,,,,,,1780,Ursus americanus,,US,,New York,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.690059,-74.372122,104,,,,,,2018-06-18T05:34:31Z,18,6,2018,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,21631801,,,2019-03-26T15:33:53Z,CC_BY_NC_4_0,litza,litza,,,2019-09-21T02:13:24.590Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,9,92359,85577,17816,32535,43115,119304,92359,85577,17816,32535,119304,43115
29,,,,,,,,,,,,,1780,Ursus americanus,,US,,New York,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,42.145831,-75.867835,8,,,,,,2017-10-18T00:00:00Z,18,10,2017,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,20059702,,,2019-02-03T18:57:16Z,CC_BY_NC_4_0,sboyce,sboyce,,,2019-09-21T02:13:25.328Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,7,164795,59742,54429,109103,107921,160474,164795,59742,54429,109103,160474,107921
30,,,,,,,,,,,,,1780,Ursus americanus,,US,,New York,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.225013,-74.214645,5,,,,,,2018-06-20T18:40:36Z,20,6,2018,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,19550507,,,2019-01-10T12:00:23Z,CC_BY_NC_4_0,Mason,Mason,,,2019-09-21T02:13:25.398Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,8,239562,232780,121190,178285,174397,265690,,,121190,178285,,174397
31,,,,,,,,,,,,,1780,Ursus americanus,,US,,Pennsylvania,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.171065,-74.914741,31,,,,,,2009-02-22T17:09:00Z,22,2,2009,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,18353091,,,2018-11-12T16:14:20Z,CC_BY_NC_4_0,peec_pa,peec_pa,,,2019-09-21T02:13:24.745Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,9,240345,206569,132916,170614,164478,261158,,,132916,170614,,164478
32,,,,,,,,,,,,,1780,Ursus americanus,,US,,Pennsylvania,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.171033,-74.914463,31,,,,,,2015-06-14T04:33:00Z,14,6,2015,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,18353089,,,2018-11-12T16:14:18Z,CC_BY_NC_4_0,peec_pa,peec_pa,,,2019-09-21T02:13:24.906Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,9,240214,206221,132568,170265,164130,260810,,,132568,170265,,164130
33,,,,,,,,,,,,,1780,Ursus americanus,,US,,Pennsylvania,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.171224,-74.914484,175,,,,,,2009-06-14T15:40:00Z,14,6,2009,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,18353086,,,2018-11-12T16:14:16Z,CC_BY_NC_4_0,peec_pa,peec_pa,,,2019-09-21T02:13:24.900Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84,9,240214,206221,132568,170265,164130,260810,,,132568,170265,,164130
34,,,,,,,,,,,,,1780,Ursus americanus,,US,,Pennsylvania,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.171404,-74.914248,31,,,,,,2009-06-14T15:45:00Z,14,6,2009,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,18353087,,,2018-11-12T16:14:16Z,CC_BY_NC_4_0,peec_pa,peec_pa,,,2019-09-21T02:13:24.906Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,9,240214,206221,132568,170265,164130,260810,,,132568,170265,,164130
35,,,,,,,,,,,,,1780,Ursus americanus,,US,,Pennsylvania,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.171194,-74.914699,31,,,,,,2015-06-14T04:36:00Z,14,6,2015,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,18353090,,,2018-11-12T16:14:19Z,CC_BY_NC_4_0,peec_pa,peec_pa,,,2019-09-21T02:13:24.901Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,9,240345,206569,132916,170614,164478,261158,,,132916,170614,,164478
36,,,,,,,,,,,,,1780,Ursus americanus,,US,,New Jersey,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.177557,-74.871499,27847,,,,,,2018-09-15T18:27:01Z,15,9,2018,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,16568564,,,2018-09-15T22:28:13Z,CC_BY_NC_4_0,wolff,wolff,,,2019-09-21T02:13:26.092Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,235364,202766,125769,165416,159690,255961,,,125769,165416,,159690
37,,,,,,,,,,,,,1780,Ursus americanus,,US,,New York,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,42.28173,-74.065255,5,,,,,,2018-07-24T20:00:19Z,24,7,2018,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,14702632,,,2018-07-25T00:02:44Z,CC_BY_NC_4_0,jmi,jmi,,,2019-09-21T02:13:24.716Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,7,7263,7263,2389,6367,1891,2624,7263,7263,2389,6367,2624,1891
38,,,,,,,,,,,,,1780,Ursus americanus,,US,,New Jersey,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.174239,-74.388058,27847,,,,,,2015-06-21T00:00:00Z,21,6,2015,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,14640665,,,2018-07-23T14:13:58Z,CC_BY_NC_4_0,mcpc_nr,mcpc_nr,,,2019-09-21T02:13:24.716Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,8,260126,247239,132142,198849,183292,286731,,,132142,198849,,183292
39,,,,,,,,,,,,,1780,Ursus americanus,,US,,New York,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.964978,-75.321718,3,,,,,,2016-08-21T06:23:44Z,21,8,2016,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,3931357,,,2016-08-21T13:02:38Z,CC_BY_NC_4_0,Shaun Michael,Shaun Michael,,,2019-09-21T02:13:24.738Z,,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,7,98104,34507,5858,54195,50255,105115,98104,34507,5858,54195,105115,50255
40,,,,,,,,,,,,,1780,Ursus americanus,,US,,New York,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.236793,-74.064412,15,,,,,,2018-07-03T06:32:00Z,3,7,2018,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,14039564,,,2018-07-04T14:37:37Z,CC_BY_NC_4_0,Michael Schrimpf,Michael Schrimpf,,,2019-09-21T02:13:25.659Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,232853,232879,117842,164208,173246,247898,,,117842,164208,,173246
41,,,,,,,,,,,,,1780,Ursus americanus,,US,,New York,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.926693,-74.199036,,,,,,,2018-07-03T12:34:01Z,3,7,2018,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,14024993,,,2018-07-03T23:16:26Z,CC_BY_NC_4_0,Elizabeth R.,Elizabeth R.,,,2019-09-21T02:13:24.918Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,48861,46702,555,3286,4948,62782,48861,46702,555,3286,62782,4948
42,,,,,,,,,,,,,1780,Ursus americanus,,US,,Pennsylvania,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.447551,-75.202231,659,,,,,,2014-07-19T15:22:00Z,19,7,2014,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,8881304,,,2017-11-21T02:59:19Z,CC_BY_NC_4_0,Nate Hartley,Nate Hartley,,,2019-09-21T02:13:25.924Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,198854,145177,82765,121345,130735,209645,198854,145177,82765,121345,,130735
43,,,,,,,,,,,,,1780,Ursus americanus,,US,,New Jersey,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.238878,-74.668239,27816,,,,,,2017-05-29T17:14:00Z,29,5,2017,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,6625533,,,2017-06-13T19:31:44Z,CC_BY_NC_4_0,inat7,inat7,,,2019-09-21T02:13:25.598Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,2,213988,193697,109085,150652,145290,241356,,193697,109085,150652,,145290
44,,,,,,,,,,,,,1780,Ursus americanus,,US,,Pennsylvania,,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.324399,-75.215887,170,,,,,,2017-04-20T19:48:28Z,20,4,2017,2433407,2433407,HUMAN_OBSERVATION,iNaturalist,Observations,5881081,,,2017-04-21T01:26:01Z,CC_BY_NC_4_0,D.J. McNeil,D.J. McNeil,,,2019-09-21T02:13:24.845Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED,1,225353,175665,111907,148675,152474,238179,,175665,111907,148675,,152474
